Symbol,Class,Methodology,Window_Size,MA_Type,Flat,Dynamic_limits,data_type,leverage,max_risk,reward_ratio,capital,Strategy,Gross Profit,Annualized Profit,Expected Absolute Return,Largest Win,Max Run Up,Average Win,Length of Average Win,Max Drawdown,Largest Loss,Average Loss,Length of Average Loss,Number of Trades Per Year,Percentage of Winning Trades,Period
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,TRUE,in_sample,1,0.1,5,1000,Active,2213,14.44,0.92,492,355,51.13,5,-61,-432,-49,6,43,43.33,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,TRUE,in_sample,1,0.1,5,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,5,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,TRUE,in_sample,5,0.1,5,1000,Active,-1000,-100,-3.94,811,,67.69,2,-100,-1352,-79.65,3,17,32.95,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,TRUE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,136,,1.63,3,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,TRUE,in_sample,1,0.1,10,1000,Active,3232,18.15,1.27,660,500,61.68,5,-61,-547,-58.78,7,43,43.67,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,TRUE,in_sample,1,0.1,10,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,5,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,TRUE,in_sample,5,0.1,10,1000,Active,-1000,-100,-4.1,882,,107.26,2,-100,-2207,-120.13,3,17,31.82,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,TRUE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,136,,1.63,3,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,FALSE,in_sample,1,0.1,5,1000,Active,1705,12.19,0.9,468,324,48.83,5,-67,-471,-46.81,7,43,44.74,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,FALSE,in_sample,1,0.1,5,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,5,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,FALSE,in_sample,5,0.1,5,1000,Active,-1000,-100,-1.82,811,,33.07,3,-100,-819,-38.85,4,16,31.45,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,FALSE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,136,,1.63,4,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,FALSE,in_sample,1,0.1,10,1000,Active,2426,15.3,1.09,614,437,57.46,5,-67,-496,-55.03,7,42,44.95,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,FALSE,in_sample,1,0.1,10,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,5,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,FALSE,in_sample,5,0.1,10,1000,Active,-1000,-100,-0.77,882,,51.45,4,-100,-1338,-54.1,4,16,28.95,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,TRUE,FALSE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,136,,1.63,4,-100,-785,-8.28,4,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,TRUE,in_sample,1,0.1,5,1000,Active,1122,9.08,0.7,419,252,41.67,5,-66,-401,-40.13,7,43,45.74,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,TRUE,in_sample,1,0.1,5,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,5,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,TRUE,in_sample,5,0.1,5,1000,Active,-1000,-100,-2.87,1191,,25.84,2,-100,-1184,-32.3,3,19,44.39,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,TRUE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,136,,1.63,2,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,TRUE,in_sample,1,0.1,10,1000,Active,1545,11.4,0.84,465,322,46.42,5,-66,-401,-44.59,7,42,45.7,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,TRUE,in_sample,1,0.1,10,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,5,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,TRUE,in_sample,5,0.1,10,1000,Active,-1000,-100,-2.23,1122,,26.29,3,-100,-1115,-31.39,4,18,43.65,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,TRUE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,136,,1.63,3,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,FALSE,in_sample,1,0.1,5,1000,Active,1241,9.78,0.81,443,267,43.82,5,-67,-439,-42.05,7,42,45.99,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,FALSE,in_sample,1,0.1,5,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,5,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,FALSE,in_sample,5,0.1,5,1000,Active,-1000,-100,-2.32,1191,,22.72,3,-100,-1184,-28.25,4,18,41.99,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,FALSE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,136,,1.63,3,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,FALSE,in_sample,1,0.1,10,1000,Active,1689,12.11,0.96,491,341,48.85,5,-67,-439,-46.75,7,42,45.95,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,FALSE,in_sample,1,0.1,10,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,6,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,FALSE,in_sample,5,0.1,10,1000,Active,-1000,-100,-1.74,1122,,22.32,4,-100,-1115,-26.72,4,15,39.6,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,SMA,FALSE,FALSE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,136,,1.63,4,-100,-785,-8.28,4,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,TRUE,in_sample,1,0.1,5,1000,Active,3205,18.06,0.71,627,660,61,5,-53,-577,-59.36,7,42,43.22,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,TRUE,in_sample,1,0.1,5,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,5,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,TRUE,in_sample,5,0.1,5,1000,Active,-1000,-100,-2.23,811,,65.5,2,-100,-647,-72.63,3,16,31.33,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,TRUE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,136,,1.63,3,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,TRUE,in_sample,1,0.1,10,1000,Active,4372,21.45,1.02,722,871,73.59,5,-53,-737,-71.23,7,42,43.04,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,TRUE,in_sample,1,0.1,10,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,6,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,TRUE,in_sample,5,0.1,10,1000,Active,-1000,-100,-3.04,811,,91.78,3,-100,-958,-101.68,3,16,30.72,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,TRUE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,136,,1.63,4,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,FALSE,in_sample,1,0.1,5,1000,Active,3571,19.2,0.66,771,726,72.07,5,-59,-730,-70.59,7,42,44.36,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,FALSE,in_sample,1,0.1,5,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,5,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,FALSE,in_sample,5,0.1,5,1000,Active,-1000,-100,-2.44,811,,42.93,3,-100,-791,-50.11,3,16,33.95,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,FALSE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,136,,1.63,4,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,FALSE,in_sample,1,0.1,10,1000,Active,3770,19.79,0.68,712,762,73.71,5,-59,-762,-72.17,7,42,44.01,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,FALSE,in_sample,1,0.1,10,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,6,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,FALSE,in_sample,5,0.1,10,1000,Active,-1000,-100,-1.49,811,,54.3,4,-100,-1018,-58.92,5,15,32.21,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,TRUE,FALSE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,136,,1.63,4,-100,-785,-8.28,4,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,TRUE,in_sample,1,0.1,5,1000,Active,2545,15.75,0.6,666,588,62.66,5,-61,-608,-61.34,7,42,45.6,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,TRUE,in_sample,1,0.1,5,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,6,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,TRUE,in_sample,5,0.1,5,1000,Active,-1000,-100,-2.53,1191,,18.28,2,-100,-1184,-24.09,3,20,43.5,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,TRUE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,136,,1.63,2,-100,-785,-8.28,2,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,TRUE,in_sample,1,0.1,10,1000,Active,3033,17.49,0.64,666,683,68.35,5,-61,-692,-66.93,7,42,45.29,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,TRUE,in_sample,1,0.1,10,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,6,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,TRUE,in_sample,5,0.1,10,1000,Active,-1000,-100,-2.23,1122,,16.51,3,-100,-1115,-21.46,4,18,45.08,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,TRUE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,136,,1.63,3,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,FALSE,in_sample,1,0.1,5,1000,Active,2890,17,0.68,731,656,68.33,5,-61,-667,-66.84,7,42,45.57,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,FALSE,in_sample,1,0.1,5,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,6,-77,-603,-43.17,5,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,FALSE,in_sample,5,0.1,5,1000,Active,-1000,-100,-2.08,1191,,20.85,3,-100,-1184,-25.88,3,19,41.38,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,FALSE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,136,,1.63,3,-100,-785,-8.28,3,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,FALSE,in_sample,1,0.1,10,1000,Active,3383,18.63,0.75,724,751,73.93,5,-61,-752,-72.28,7,41,45.24,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,FALSE,in_sample,1,0.1,10,1000,Passive,2678,16.25,NotApplicable,589,2319,43.56,6,-77,-603,-43.17,6,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,FALSE,in_sample,5,0.1,10,1000,Active,-1000,-100,-1.95,1122,,23.73,4,-100,-1115,-28.65,5,16,39.62,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,10,EMA,FALSE,FALSE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,136,,1.63,4,-100,-785,-8.28,4,0,NotApplicable,2018-01-12 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,TRUE,in_sample,1,0.1,5,1000,Active,3375,18.62,1.47,739,565,70.2,5,-56,-642,-66.72,7,40,42.15,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,TRUE,in_sample,1,0.1,5,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,TRUE,in_sample,5,0.1,5,1000,Active,-1000,-100,-29.65,4752,,538.13,2,-100,-7754,-620.83,3,16,35.85,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,TRUE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,35,,0.78,3,-100,-843,-7.43,3,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,TRUE,in_sample,1,0.1,10,1000,Active,4537,21.9,1.87,943,742,83.63,5,-56,-813,-79.22,8,40,42.5,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,TRUE,in_sample,1,0.1,10,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,TRUE,in_sample,5,0.1,10,1000,Active,-1000,-100,-48.53,6015,,878.02,3,-100,-21975,-1014.79,3,15,35.48,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,TRUE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,35,,0.78,4,-100,-843,-7.43,3,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,FALSE,in_sample,1,0.1,5,1000,Active,2574,15.88,0.88,732,625,69.35,5,-67,-715,-67.38,8,39,44.8,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,FALSE,in_sample,1,0.1,5,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,FALSE,in_sample,5,0.1,5,1000,Active,-1000,-100,-23.55,4264,,454.13,3,-100,-6627,-515.52,4,15,38.36,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,FALSE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,35,,0.78,4,-100,-843,-7.43,4,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,FALSE,in_sample,1,0.1,10,1000,Active,3156,17.92,0.93,934,743,78.22,5,-67,-832,-76.16,8,39,45.03,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,FALSE,in_sample,1,0.1,10,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,FALSE,in_sample,5,0.1,10,1000,Active,-1000,-100,-13.79,3612,,385.44,4,-100,-9253,-425.32,5,14,34.59,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,TRUE,FALSE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,35,,0.78,5,-100,-843,-7.43,4,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,TRUE,in_sample,1,0.1,5,1000,Active,1010,8.41,0.57,519,333,47,5,-69,-425,-45.74,8,40,45.11,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,TRUE,in_sample,1,0.1,5,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,TRUE,in_sample,5,0.1,5,1000,Active,-1000,-100,-2.61,1105,,19.07,2,-100,-1099,-25.25,3,20,42.18,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,TRUE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,35,,0.78,2,-100,-843,-7.43,3,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,TRUE,in_sample,1,0.1,10,1000,Active,1249,9.83,0.59,537,385,50.31,5,-69,-475,-48.99,8,39,45.06,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,TRUE,in_sample,1,0.1,10,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,TRUE,in_sample,5,0.1,10,1000,Active,-1000,-100,-1.91,843,,16.01,3,-100,-585,-20.45,4,17,43.09,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,TRUE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,35,,0.78,3,-100,-843,-7.43,3,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,FALSE,in_sample,1,0.1,5,1000,Active,1830,12.79,0.85,730,506,62.57,5,-69,-598,-60.72,8,39,45.88,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,FALSE,in_sample,1,0.1,5,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,FALSE,in_sample,5,0.1,5,1000,Active,-1000,-100,-2.15,1105,,20.29,3,-100,-1099,-25.59,3,18,40.54,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,FALSE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,35,,0.78,3,-100,-843,-7.43,3,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,FALSE,in_sample,1,0.1,10,1000,Active,1911,13.16,0.79,695,523,63.44,5,-69,-615,-61.7,8,39,45.54,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,FALSE,in_sample,1,0.1,10,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,FALSE,in_sample,5,0.1,10,1000,Active,-1000,-100,-2.1,1581,,42.72,4,-100,-2345,-47.84,5,15,40.94,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,SMA,FALSE,FALSE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,35,,0.78,4,-100,-843,-7.43,4,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,TRUE,in_sample,1,0.1,5,1000,Active,8559,29.85,2.7,1161,963,102.73,5,-50,-974,-96.52,7,38,43.42,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,TRUE,in_sample,1,0.1,5,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,TRUE,in_sample,5,0.1,5,1000,Active,-1000,-63.37,-0.62,3028,2194,202.45,2,-100,-7777,-204.52,3,49,30.14,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,TRUE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,35,,0.78,4,-100,-843,-7.43,4,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,TRUE,in_sample,1,0.1,10,1000,Active,11126,33.47,3.48,1472,1248,124.59,5,-50,-1236,-116.54,7,38,43.22,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,TRUE,in_sample,1,0.1,10,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,TRUE,in_sample,5,0.1,10,1000,Active,-1000,-59.8,1.25,6883,4397,349.17,3,-100,-24637,-345.33,3,48,32.52,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,TRUE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,35,,0.78,5,-100,-843,-7.43,4,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,FALSE,in_sample,1,0.1,5,1000,Active,7382,27.89,1.69,1131,989,105.64,5,-58,-1075,-101.9,8,38,45.06,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,FALSE,in_sample,1,0.1,5,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,FALSE,in_sample,5,0.1,5,1000,Active,-1000,-59,-0.87,5745,3121,297.7,3,-100,-14915,-300.43,3,48,31.79,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,FALSE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,35,,0.78,4,-100,-843,-7.43,4,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,FALSE,in_sample,1,0.1,10,1000,Active,7686,28.42,1.71,1164,1029,107.55,6,-58,-1113,-103.73,8,37,44.67,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,FALSE,in_sample,1,0.1,10,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,FALSE,in_sample,5,0.1,10,1000,Active,-999,-55.81,1.43,6783,4332,283.36,4,-100,-24279,-279.12,5,44,33.64,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,TRUE,FALSE,in_sample,5,0.1,10,1000,Passive,-1000,,NotApplicable,35,,0.78,5,-100,-843,-7.43,5,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,FALSE,TRUE,in_sample,1,0.1,5,1000,Active,4597,22.05,1.17,939,648,79.49,5,-57,-737,-76.97,8,38,46.24,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,FALSE,TRUE,in_sample,1,0.1,5,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,FALSE,TRUE,in_sample,5,0.1,5,1000,Active,-1000,-100,-2.6,1105,,21.03,2,-100,-1433,-26.78,3,20,45.21,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,FALSE,TRUE,in_sample,5,0.1,5,1000,Passive,-1000,,NotApplicable,35,,0.78,2,-100,-843,-7.43,2,0,NotApplicable,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,FALSE,TRUE,in_sample,1,0.1,10,1000,Active,5369,23.89,1.26,939,751,86.75,5,-57,-839,-84,8,38,45.91,2018-01-14 to 2024-01-01
BTC-USD,Cryptocurrency,SMA1M,12,EMA,FALSE,TRUE,in_sample,1,0.1,10,1000,Passive,2728,16.45,NotApplicable,597,2318,44.17,6,-77,-612,-43.76,6,0,NotApplicable,2018-01-14 to 2024-01-01
