Symbol,Key,Strategy,TradePnL,TradePnLSD,TradePnL_5,TradePnL_95,TGP,TGPSD,TGP_5,TGP_95,Trades,Nfamily
BTC-USD,BTC-USD_12_124_80,MACD,209.226666666667,566.599052685902,-11.0525,765.695,1034.97135416667,2852.99305282901,-1567.85,7586.5,12879,384
BTC-USD,BTC-USD_10_124_80,MACD,113.007395833333,208.655196513517,-10.1825,698.9575,956.046875,4007.7706535397,-2277.4,7567.8,13311,384
BTC-USD,BTC-USD_12_149_53,MACD,104.94875,184.704455634001,-12.4375,523.895,935.809895833333,48907.3214002897,-5461.2,8900.19999999999,13667,384
BTC-USD,BTC-USD_14_124_80,MACD,95.5617708333333,179.040631589561,-13.955,468.1875,768.026041666667,2302.17380174028,-1537.5,6150.85,12672,384
BTC-USD,BTC-USD_17_149_53,MACD,95.3047916666667,169.910007864716,-13.53,551.175,963.161458333333,26257.1049243401,-9171.65,12687.15,12730,384
BTC-USD,BTC-USD_21_149_53,MACD,94.3844791666667,135.574168117597,-10.56,355.65,830.59375,3338.31001890338,-2191.3,6376.04999999999,12182,384
BTC-USD,BTC-USD_25_149_35,MACD,90.3659375,159.055797085426,-10.5775,464.9175,865.2578125,4113.16527231524,-3661.25,7435.2,12970,384
BTC-USD,BTC-USD_14_149_53,MACD,90.0548958333333,173.954033256791,-12.52,495.12,839.130208333333,30729.5872860589,-4827.25,9958.99999999999,13132,384
BTC-USD,BTC-USD_30_149_53,MACD,84.4551041666667,116.18958212195,-29.985,304.4025,797.341145833333,2676.57079636672,-1888.9,6090.15,9270,384
BTC-USD,BTC-USD_14_60_120,MACD,75.2705208333333,141.295796304809,-12.37,381.4675,629.385416666667,6084.8706105512,-4781.3,6483.89999999999,13538,384
BTC-USD,BTC-USD_17_86_120,MACD,70.3590625,103.37039851227,-7.04,286.8925,618.934895833333,1871.51792972593,-1308.75,4383.4,12004,384
BTC-USD,BTC-USD_21_149_24,MACD,67.2195833333333,116.366004910248,-12.4175,321.0825,609.658854166667,2631.9488437684,-1974.6,5445.79999999999,13890,384
BTC-USD,BTC-USD_14_104_80,MACD,62.2967708333333,127.897870641875,-9.6275,391.545,736.325520833333,11387.975320556,-2716.2,5221.7,13197,384
BTC-USD,BTC-USD_21_124_80,MACD,59.6477083333333,107.367128405585,-21.345,274.0625,529.268229166667,1681.75890562176,-1176.1,3830.45,9587,384
BTC-USD,BTC-USD_25_149_53,MACD,58.0967708333333,95.0799177810551,-25.7375,261.2725,571.890625,2049.62885986749,-1091.4,5376.2,9761,384
BTC-USD,BTC-USD_25_124_80,MACD,57.7663541666667,109.703053146783,-22.0925,335.9775,473.598958333333,1881.20773678199,-1079.25,4267,9320,384
BTC-USD,BTC-USD_17_60_120,MACD,54.7177083333333,107.50126334121,-12.66,304.05,370.278645833333,5403.55472139541,-3713.9,4734.19999999999,13369,384
BTC-USD,BTC-USD_10_149_53,MACD,51.4038541666667,102.01089982391,-13.535,273.2425,386.705729166667,10047.4337933742,-3458.8,4435.29999999998,13898,384
BTC-USD,BTC-USD_25_60_53,MACD,46.4376041666667,81.4492026615335,-12.8825,235.3725,465.8125,1154.53360933815,-836.35,2977.34999999999,13737,384
BTC-USD,BTC-USD_10_86_120,MACD,41.7853125,88.8142824568344,-14.74,274.5925,422.026041666667,3217.07502107521,-3062.1,5150.55,13281,384
BTC-USD,BTC-USD_25_60_120,MACD,41.2517708333333,90.5881096879228,-14.7075,275.8075,435.541666666667,2181.18182407964,-3260.6,4606.2,12873,384
BTC-USD,BTC-USD_12_86_120,MACD,40.0497916666667,76.7599895776188,-14.28,212.0625,300.799479166667,1647.80010762027,-1505.35,3461.24999999999,12954,384
