Symbol,Key,Strategy,TradePnL,TradePnLSD,TradePnL_5,TradePnL_95,TGP,TGPSD,TGP_5,TGP_95,Trades,Nfamily,RR
EURUSD=X,EURUSD=X_12_30_70,RSI,1.18791666666667,0.871034988019775,0.33,2.93,74.5069444444444,249.722727261413,-399.25,591.149999999999,10732,144,1.3637990241555
EURUSD=X,EURUSD=X_12_40_80,RSI,1.16479166666667,0.755039775148792,0.34,2.3665,63.6805555555556,193.555458263169,-268.95,455.15,10682,144,1.54268914698849
EURUSD=X,EURUSD=X_10_20_80,RSI,1.12666666666667,0.904733023588523,0.26,2.63,32.8333333333333,94.142727530347,-169.65,200.85,7016,144,1.24530290957864
EURUSD=X,EURUSD=X_21_10_70,RSI,1.05708333333333,0.874808084323163,0.33,2.26,15.6944444444444,23.4133659089355,0,68.0999999999999,2098,144,1.20836027041428
EURUSD=X,EURUSD=X_14_30_60,RSI,0.988541666666667,0.776582775200164,0.26,2.53,41.3611111111111,270.526361087995,-455.25,531.8,11864,144,1.2729379252738
EURUSD=X,EURUSD=X_21_20_60,RSI,0.987708333333333,1.61811058663102,0.1375,5.733,39.875,153.483553024261,-225.35,309,5414,144,0.610408424179332
EURUSD=X,EURUSD=X_14_40_60,RSI,0.975,0.648871360558618,0.27,2.2155,42.2013888888889,229.433128727083,-463.65,390.8,14724,144,1.50260908288604
EURUSD=X,EURUSD=X_10_10_60,RSI,0.956041666666667,0.842851642843491,0.21,2.92,82.4722222222222,325.192916265765,-552.25,595.05,11408,144,1.13429412493201
EURUSD=X,EURUSD=X_12_40_70,RSI,0.943958333333333,0.659860525505631,0.25,1.96,53.9583333333333,325.549666970089,-636.25,677.65,12838,144,1.43054220830987
EURUSD=X,EURUSD=X_14_10_80,RSI,0.866666666666667,0.595076727873589,0.36,1.67,7.66666666666667,38.9685187625275,-43.6,122.95,1592,144,1.45639482451878
EURUSD=X,EURUSD=X_25_40_80,RSI,0.835416666666667,0.569538664868455,0.24,1.95,19.75,149.210111395499,-283.4,316.55,6414,144,1.4668304685857
EURUSD=X,EURUSD=X_12_10_70,RSI,0.775,0.637688645430227,0.17,1.85,15.375,241.669394325898,-672.1,276.05,4808,144,1.21532664185534
EURUSD=X,EURUSD=X_14_20_70,RSI,0.749791666666667,0.581416061461001,0.19,1.71,22.125,154.651237449803,-319.55,290.7,5256,144,1.28959572389962
EURUSD=X,EURUSD=X_43_40_60,RSI,0.64625,0.482280156067166,0.2,1.49,13.5972222222222,123.276442967955,-127.7,308.099999999999,6896,144,1.33998878425758
EURUSD=X,EURUSD=X_21_30_60,RSI,0.572291666666667,1.17169497080509,-0.13,4.03,28.4791666666667,157.293141713394,-234.7,337.55,7760,144,0.48843059066255
EURUSD=X,EURUSD=X_12_10_60,RSI,0.431458333333333,0.5470034018461,-0.5,1.39,33.3333333333333,260.289725611176,-621.7,486.25,10002,144,0.788767184769218
EURUSD=X,EURUSD=X_43_10_60,RSI,0.336666666666667,1.1440304514124,-1.17,3.07,4.81944444444445,124.055855499067,-145.75,229.2,2236,144,0.294281211003626
EURUSD=X,EURUSD=X_43_20_60,RSI,0.336666666666667,1.1440304514124,-1.17,3.07,4.81944444444445,124.055855499067,-145.75,229.2,2236,144,0.294281211003626
EURUSD=X,EURUSD=X_21_10_60,RSI,0.301666666666667,1.51448654782606,-0.86,4.6885,12.2152777777778,145.038223232787,-230.85,302,4646,144,0.19918741906271
EURUSD=X,EURUSD=X_17_40_60,RSI,0.187916666666667,0.467978715343107,-0.839,0.89,-6.94444444444445,265.218837673782,-452.25,497.749999999999,13672,144,0.401549601521711
EURUSD=X,EURUSD=X_14_30_80,RSI,0.1825,0.597421765553823,-1.42,0.92,-3.05555555555556,121.723852192971,-208.25,168.6,6084,144,0.305479328880525
EURUSD=X,EURUSD=X_10_40_70,RSI,0.124791666666667,0.56437119814071,-0.85,1.16,-14.0486111111111,319.820651879592,-483.4,614.1,15188,144,0.221116292039328
EURUSD=X,EURUSD=X_43_30_60,RSI,0.03375,0.995063613918568,-1.17,1.26,3.04166666666667,122.235521544569,-144.45,225.5,2528,144,0.0339174295270352
EURUSD=X,EURUSD=X_21_40_60,RSI,0.00333333333333333,0.493732347740832,-0.54,1.0115,-14.6805555555556,205.938773329668,-394.35,395.449999999999,11799,144,0.00675129622068646
EURUSD=X,EURUSD=X_14_40_70,RSI,-0.004375,0.264678900203182,-0.3,0.2515,-19.6736111111111,174.509495598382,-378.25,252.35,11068,144,-0.0165294626683182
EURUSD=X,EURUSD=X_25_40_60,RSI,-0.0114583333333333,0.33773330522913,-0.53,0.49,-19.9861111111111,257.41194396659,-430.55,472.049999999999,10492,144,-0.0339271642918355
EURUSD=X,EURUSD=X_14_30_70,RSI,-0.240416666666667,0.517876015447604,-1.4,0.08,-20.5416666666667,159.231540739998,-319.85,199.4,8208,144,-0.464235955123106
EURUSD=X,EURUSD=X_36_30_60,RSI,-0.3175,0.704950579224485,-1.7855,0.3795,-16.5833333333333,93.8740042361498,-165.4,141.9,3304,144,-0.45038618217646
EURUSD=X,EURUSD=X_25_30_60,RSI,-0.331666666666667,0.483310099710599,-1.556,0.01,-22.1388888888889,195.130962338355,-387.5,402.399999999999,6856,144,-0.686239883803928
EURUSD=X,EURUSD=X_17_40_70,RSI,-0.44375,0.605635326691046,-1.8065,0.04,-37.8055555555556,132.858686048111,-331.9,187.65,9669,144,-0.732701644774383
EURUSD=X,EURUSD=X_14_10_70,RSI,-0.472291666666667,0.566152522804601,-1.67,-0.01,-12.8888888888889,121.694396048158,-319.7,172.55,3716,144,-0.834212774195605
EURUSD=X,EURUSD=X_36_10_60,RSI,-0.60875,0.947695132323569,-2.12,0.83,-15.0972222222222,91.8733028058411,-159.9,138.9,2436,144,-0.642347923121078
EURUSD=X,EURUSD=X_36_20_60,RSI,-0.60875,0.947695132323569,-2.12,0.83,-15.0972222222222,91.8733028058411,-159.9,138.9,2436,144,-0.642347923121078
EURUSD=X,EURUSD=X_17_40_80,RSI,-0.692916666666667,0.761479406500808,-2.4,-0.03,-39.8888888888889,157.82211421667,-355.2,187.25,7985,144,-0.909961137164294
EURUSD=X,EURUSD=X_25_20_60,RSI,-0.921666666666667,0.790556855541695,-2.469,-0.18,-31.0694444444444,134.912178260696,-291,270.399999999999,4510,144,-1.16584488541958
EURUSD=X,EURUSD=X_25_10_60,RSI,-1.12208333333333,0.898620593816548,-2.769,-0.26,-34.0138888888889,139.694120700183,-303.85,270.399999999999,4222,144,-1.24867306742628
USDPLN=X,USDPLN=X_52_40_60,RSI,4.05791666666667,3.71341384387554,0.9,12.25,52,168.67583840473,-162.95,345.45,6939,144,1.09277253688255
USDPLN=X,USDPLN=X_12_40_80,RSI,2.26583333333333,2.06064009197445,0.286,5.42,132.555555555556,381.612199775991,-298.8,1096.15,12524,144,1.09957742846897
USDPLN=X,USDPLN=X_12_40_70,RSI,1.44375,1.39373312412262,-0.4795,4.06,164.819444444444,447.564405691122,-318.7,889,15706,144,1.03588698224337
USDPLN=X,USDPLN=X_14_30_80,RSI,1.42416666666667,1.26595491387791,-0.2165,4.45,12.1875,156.77514827097,-347.7,316.85,6690,144,1.12497423964659
USDPLN=X,USDPLN=X_30_30_60,RSI,0.902916666666667,2.18641060006046,-2.15,4.34,81.1736111111111,387.102222271544,-492.15,836.1,7625,144,0.412967567318645
USDPLN=X,USDPLN=X_25_40_70,RSI,-0.388125,0.590357469241613,-1.16,0.0895,-38.6666666666667,207.23406583368,-461.4,230.1,7660,144,-0.657440652861722
USDPLN=X,USDPLN=X_30_20_60,RSI,-0.5175,2.30455192487999,-4.66,1.35,-3.92361111111111,210.118517334215,-502.05,282.3,5887,144,-0.224555582546463
USDPLN=X,USDPLN=X_30_10_60,RSI,-0.525625,2.3441261187569,-4.74,1.37,-3.92361111111111,210.118517334215,-502.05,282.3,5791,144,-0.224230682723991
USDPLN=X,USDPLN=X_25_40_80,RSI,-0.653333333333333,0.653658552721602,-1.823,0.1415,-35.3888888888889,232.043132930099,-490.65,258.85,5012,144,-0.999502462888439
USDPLN=X,USDPLN=X_25_40_60,RSI,-1.16333333333333,1.20837209524524,-3.38,-0.07,-66.9305555555556,231.268549519583,-422,282.9,10398,144,-0.962727737516342
