Symbol,Class,Methodology,Window_Size1,Window_Size2,MA_Type,Flat,Dynamic_limits,data_type,leverage,max_risk,reward_ratio,capital,Strategy,Total Gross Profit,Annualized Profit,Largest Trade Win,Average Trade Win,Average Daily Profit,Length of Average Win,Max Winning Streak,Max Drawdown,Largest Trade Loss,Average Trade Loss,Average Daily Loss,Length of Average Loss,Max Losing Streak,Number of Trades Per Year,Percentage of Winning Trades,Expected Trade Result,Percentage of Positive Profit Days,Calmar Ratio,Period,key,key2
EURUSD=X,FX,SMA2M,21,72,EMA,FALSE,FALSE,out_of_sample,1,0.2,10,1000,Active,8,0.8,8,8,3.51,278,1,-8.46,0,NaN,-3.1,,0,1,50,NaN,50,0.0946,2024-04-09 to 2025-03-21,EURUSD=X_Active_SMA2M_21_72_EMA_FALSE_FALSE_1_0.2_10,EURUSD=X_21_72
EURUSD=X,FX,SMA2M,21,72,EMA,FALSE,FALSE,out_of_sample,1,0.2,10,1000,Passive,-3,-0.32,Not Applicable,Not Applicable,3.37,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-3.01,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0379,2024-04-09 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_72_EMA_FALSE_FALSE_1_0.2_10,EURUSD=X_21_72
EURUSD=X,FX,SMA2M,21,72,EMA,FALSE,TRUE,out_of_sample,1,0.2,5,1000,Active,8,0.8,8,8,3.51,278,1,-8.46,0,NaN,-3.1,,0,1,50,NaN,50,0.0946,2024-04-09 to 2025-03-21,EURUSD=X_Active_SMA2M_21_72_EMA_FALSE_TRUE_1_0.2_5,EURUSD=X_21_72
EURUSD=X,FX,SMA2M,21,72,EMA,FALSE,TRUE,out_of_sample,1,0.2,5,1000,Passive,-3,-0.32,Not Applicable,Not Applicable,3.37,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-3.01,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0379,2024-04-09 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_72_EMA_FALSE_TRUE_1_0.2_5,EURUSD=X_21_72
EURUSD=X,FX,SMA2M,21,72,EMA,FALSE,TRUE,out_of_sample,1,0.2,10,1000,Active,8,0.8,8,8,3.51,278,1,-8.46,0,NaN,-3.1,,0,1,50,NaN,50,0.0946,2024-04-09 to 2025-03-21,EURUSD=X_Active_SMA2M_21_72_EMA_FALSE_TRUE_1_0.2_10,EURUSD=X_21_72
EURUSD=X,FX,SMA2M,21,72,EMA,FALSE,TRUE,out_of_sample,1,0.2,10,1000,Passive,-3,-0.32,Not Applicable,Not Applicable,3.37,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-3.01,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0379,2024-04-09 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_72_EMA_FALSE_TRUE_1_0.2_10,EURUSD=X_21_72
EURUSD=X,FX,SMA2M,21,86,SMA,FALSE,FALSE,out_of_sample,5,0.1,5,1000,Active,43,4.65,161,161,16.98,116,1,-34.26,-118,-118,-14.86,155,1,2,33,14.19,50,0.1357,2024-04-29 to 2025-03-21,EURUSD=X_Active_SMA2M_21_86_SMA_FALSE_FALSE_5_0.1_5,EURUSD=X_21_86
EURUSD=X,FX,SMA2M,21,86,SMA,FALSE,FALSE,out_of_sample,5,0.1,5,1000,Passive,7,0.71,Not Applicable,Not Applicable,16.82,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-15.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0193,2024-04-29 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_86_SMA_FALSE_FALSE_5_0.1_5,EURUSD=X_21_86
EURUSD=X,FX,SMA2M,21,86,SMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Active,50,5.46,129,129,17.27,127,1,-34.37,-79,-79,-15.04,144,1,2,33,16.5,25,0.1589,2024-04-29 to 2025-03-21,EURUSD=X_Active_SMA2M_21_86_SMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_86
EURUSD=X,FX,SMA2M,21,86,SMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Passive,7,0.71,Not Applicable,Not Applicable,16.82,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-15.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0193,2024-04-29 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_86_SMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_86
EURUSD=X,FX,SMA2M,21,86,SMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Active,50,5.46,129,129,17.27,127,1,-34.37,-79,-79,-15.04,144,1,2,33,16.5,25,0.1589,2024-04-29 to 2025-03-21,EURUSD=X_Active_SMA2M_21_86_SMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_86
EURUSD=X,FX,SMA2M,21,86,SMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Passive,7,0.71,Not Applicable,Not Applicable,16.82,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-15.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0193,2024-04-29 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_86_SMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_86
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,FALSE,out_of_sample,5,0.1,5,1000,Active,55,6.51,163,163,17.1,116,1,-34.09,-107,-107,-14.99,154,1,2,33,18.48,50,0.191,2024-05-23 to 2025-03-21,EURUSD=X_Active_SMA2M_21_104_SMA_FALSE_FALSE_5_0.1_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,FALSE,out_of_sample,5,0.1,5,1000,Passive,-37,-4.31,Not Applicable,Not Applicable,16.33,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-15.06,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1171,2024-05-23 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_104_SMA_FALSE_FALSE_5_0.1_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,FALSE,out_of_sample,5,0.02,5,1000,Active,6,0.65,170,70,17.42,19,2,-33.09,-73,-35,-15.47,12,10,10,32,11.2,36,0.0196,2024-05-23 to 2025-03-21,EURUSD=X_Active_SMA2M_21_104_SMA_FALSE_FALSE_5_0.02_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,FALSE,out_of_sample,5,0.02,5,1000,Passive,-37,-4.31,Not Applicable,Not Applicable,16.33,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-15.06,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1171,2024-05-23 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_104_SMA_FALSE_FALSE_5_0.02_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Active,62,7.36,130,130,17.4,127,1,-34.23,-68,-68,-15.18,143,1,2,33,20.46,25,0.215,2024-05-23 to 2025-03-21,EURUSD=X_Active_SMA2M_21_104_SMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Passive,-37,-4.31,Not Applicable,Not Applicable,16.33,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-15.06,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1171,2024-05-23 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_104_SMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Active,62,7.36,130,130,17.4,127,1,-34.23,-68,-68,-15.18,143,1,2,33,20.46,25,0.215,2024-05-23 to 2025-03-21,EURUSD=X_Active_SMA2M_21_104_SMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Passive,-37,-4.31,Not Applicable,Not Applicable,16.33,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-15.06,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1171,2024-05-23 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_104_SMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,TRUE,out_of_sample,1,0.1,5,1000,Active,11,1.26,11,11,3.58,270,1,-8.46,0,NaN,-3.12,,0,1,50,NaN,50,0.1489,2024-05-23 to 2025-03-21,EURUSD=X_Active_SMA2M_21_104_SMA_FALSE_TRUE_1_0.1_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,TRUE,out_of_sample,1,0.1,5,1000,Passive,1,0.12,Not Applicable,Not Applicable,3.48,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-3.13,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0142,2024-05-23 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_104_SMA_FALSE_TRUE_1_0.1_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,TRUE,out_of_sample,1,0.1,10,1000,Active,11,1.26,11,11,3.58,270,1,-8.46,0,NaN,-3.12,,0,1,50,NaN,50,0.1489,2024-05-23 to 2025-03-21,EURUSD=X_Active_SMA2M_21_104_SMA_FALSE_TRUE_1_0.1_10,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,SMA,FALSE,TRUE,out_of_sample,1,0.1,10,1000,Passive,1,0.12,Not Applicable,Not Applicable,3.48,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-3.13,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0142,2024-05-23 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_104_SMA_FALSE_TRUE_1_0.1_10,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,EMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Active,21,2.51,112,112,16.79,128,1,-34.32,-91,-91,-14.97,155,1,2,33,6.93,25,0.0731,2024-05-23 to 2025-03-21,EURUSD=X_Active_SMA2M_21_104_EMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,EMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Passive,-37,-4.31,Not Applicable,Not Applicable,16.33,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-15.06,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1171,2024-05-23 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_104_EMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,EMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Active,21,2.51,112,112,16.79,128,1,-34.32,-91,-91,-14.97,155,1,2,33,6.93,25,0.0731,2024-05-23 to 2025-03-21,EURUSD=X_Active_SMA2M_21_104_EMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,104,EMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Passive,-37,-4.31,Not Applicable,Not Applicable,16.33,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-15.06,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1171,2024-05-23 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_104_EMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_104
EURUSD=X,FX,SMA2M,21,149,SMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Active,-32,-4.75,149,149,18.39,116,1,-27.96,-181,-181,-16.54,22,1,2,33,-10.56,50,-0.1699,2024-07-25 to 2025-03-21,EURUSD=X_Active_SMA2M_21_149_SMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,SMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Passive,-51,-7.41,Not Applicable,Not Applicable,17.9,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.98,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2014,2024-07-25 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_149_SMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,SMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Active,-32,-4.75,149,149,18.39,116,1,-27.96,-181,-181,-16.54,22,1,2,33,-10.56,50,-0.1699,2024-07-25 to 2025-03-21,EURUSD=X_Active_SMA2M_21_149_SMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,SMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Passive,-51,-7.41,Not Applicable,Not Applicable,17.9,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.98,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2014,2024-07-25 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_149_SMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,FALSE,out_of_sample,5,0.2,5,1000,Active,-50,-7.28,150,150,17.69,89,1,-31.59,-200,-200,-16.64,54,1,2,33,-16.5,50,-0.2305,2024-07-25 to 2025-03-21,EURUSD=X_Active_SMA2M_21_149_EMA_FALSE_FALSE_5_0.2_5,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,FALSE,out_of_sample,5,0.2,5,1000,Passive,-51,-7.41,Not Applicable,Not Applicable,17.9,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.98,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2014,2024-07-25 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_149_EMA_FALSE_FALSE_5_0.2_5,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,FALSE,out_of_sample,5,0.2,10,1000,Active,-50,-7.28,150,150,17.69,89,1,-31.59,-200,-200,-16.64,54,1,2,33,-16.5,50,-0.2305,2024-07-25 to 2025-03-21,EURUSD=X_Active_SMA2M_21_149_EMA_FALSE_FALSE_5_0.2_10,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,FALSE,out_of_sample,5,0.2,10,1000,Passive,-51,-7.41,Not Applicable,Not Applicable,17.9,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.98,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2014,2024-07-25 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_149_EMA_FALSE_FALSE_5_0.2_10,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,FALSE,out_of_sample,5,0.02,5,1000,Active,-47,-6.94,161,62,17.68,20,2,-27.38,-70,-33,-16.51,11,6,6,27,7.83,40,-0.2535,2024-07-25 to 2025-03-21,EURUSD=X_Active_SMA2M_21_149_EMA_FALSE_FALSE_5_0.02_5,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,FALSE,out_of_sample,5,0.02,5,1000,Passive,-51,-7.41,Not Applicable,Not Applicable,17.9,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.98,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2014,2024-07-25 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_149_EMA_FALSE_FALSE_5_0.02_5,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Active,-35,-5.11,107,107,18.14,114,1,-31.44,-141,-141,-16.77,31,1,2,33,-11.22,50,-0.1625,2024-07-25 to 2025-03-21,EURUSD=X_Active_SMA2M_21_149_EMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Passive,-51,-7.41,Not Applicable,Not Applicable,17.9,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.98,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2014,2024-07-25 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_149_EMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Active,-35,-5.11,107,107,18.14,114,1,-31.44,-141,-141,-16.77,31,1,2,33,-11.22,50,-0.1625,2024-07-25 to 2025-03-21,EURUSD=X_Active_SMA2M_21_149_EMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,149,EMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Passive,-51,-7.41,Not Applicable,Not Applicable,17.9,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.98,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2014,2024-07-25 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_149_EMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_149
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,FALSE,out_of_sample,5,0.1,5,1000,Active,-72,-12.64,162,162,17.4,74,1,-30.57,-143,-117,-16.43,32,2,2,25,11.25,33,-0.4135,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_SMA_FALSE_FALSE_5_0.1_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,FALSE,out_of_sample,5,0.1,5,1000,Passive,-153,-25.8,Not Applicable,Not Applicable,16.02,Not Applicable,Not Applicable,-36.76,Not Applicable,Not Applicable,-13.53,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.7018,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_SMA_FALSE_FALSE_5_0.1_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,FALSE,out_of_sample,5,0.02,5,1000,Active,-81,-14.16,155,59,17.8,20,2,-27.51,-67,-37,-16.53,10,6,6,27,5.94,40,-0.5147,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_SMA_FALSE_FALSE_5_0.02_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,FALSE,out_of_sample,5,0.02,5,1000,Passive,-153,-25.8,Not Applicable,Not Applicable,16.02,Not Applicable,Not Applicable,-36.76,Not Applicable,Not Applicable,-13.53,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.7018,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_SMA_FALSE_FALSE_5_0.02_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,FALSE,out_of_sample,5,0.02,10,1000,Active,-114,-19.59,153,80,17.46,23,1,-27.51,-67,-34,-16.22,11,6,6,18,8.28,30,-0.7121,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_SMA_FALSE_FALSE_5_0.02_10,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,FALSE,out_of_sample,5,0.02,10,1000,Passive,-153,-25.8,Not Applicable,Not Applicable,16.02,Not Applicable,Not Applicable,-36.76,Not Applicable,Not Applicable,-13.53,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.7018,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_SMA_FALSE_FALSE_5_0.02_10,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Active,-32,-5.7,149,149,18.4,116,1,-27.96,-181,-181,-16.86,21,1,2,33,-10.56,50,-0.2039,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_SMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Passive,-153,-25.8,Not Applicable,Not Applicable,16.02,Not Applicable,Not Applicable,-36.76,Not Applicable,Not Applicable,-13.53,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.7018,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_SMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Active,-32,-5.7,149,149,18.4,116,1,-27.96,-181,-181,-16.86,21,1,2,33,-10.56,50,-0.2039,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_SMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,5,0.2,10,1000,Passive,-153,-25.8,Not Applicable,Not Applicable,16.02,Not Applicable,Not Applicable,-36.76,Not Applicable,Not Applicable,-13.53,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.7018,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_SMA_FALSE_TRUE_5_0.2_10,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,1,0.02,5,1000,Active,-10,-1.87,41,41,4.19,45,1,-6.46,-24,-17,-3.73,30,3,3,20,4.8,38,-0.2895,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_SMA_FALSE_TRUE_1_0.02_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,1,0.02,5,1000,Passive,-26,-4.6,Not Applicable,Not Applicable,3.94,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-3.18,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5444,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_SMA_FALSE_TRUE_1_0.02_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,5,0.02,5,1000,Active,-109,-18.79,116,53,18.53,10,2,-24.84,-67,-34,-16.87,7,4,9,29,5.51,41,-0.7564,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_SMA_FALSE_TRUE_5_0.02_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,5,0.02,5,1000,Passive,-153,-25.8,Not Applicable,Not Applicable,16.02,Not Applicable,Not Applicable,-36.76,Not Applicable,Not Applicable,-13.53,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.7018,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_SMA_FALSE_TRUE_5_0.02_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,1,0.02,10,1000,Active,-10,-1.87,41,41,4.19,45,1,-6.46,-24,-17,-3.73,30,3,3,20,4.8,38,-0.2895,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_SMA_FALSE_TRUE_1_0.02_10,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,SMA,FALSE,TRUE,out_of_sample,1,0.02,10,1000,Passive,-26,-4.6,Not Applicable,Not Applicable,3.94,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-3.18,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5444,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_SMA_FALSE_TRUE_1_0.02_10,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,EMA,FALSE,FALSE,out_of_sample,5,0.1,5,1000,Active,-65,-11.42,163,163,17.41,74,1,-30.49,-136,-114,-16.01,34,2,2,25,12.25,33,-0.3745,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_EMA_FALSE_FALSE_5_0.1_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,EMA,FALSE,FALSE,out_of_sample,5,0.1,5,1000,Passive,-153,-25.8,Not Applicable,Not Applicable,16.02,Not Applicable,Not Applicable,-36.76,Not Applicable,Not Applicable,-13.53,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.7018,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_EMA_FALSE_FALSE_5_0.1_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,EMA,FALSE,FALSE,out_of_sample,5,0.02,5,1000,Active,-75,-13.06,156,60,17.78,20,2,-27.48,-68,-36,-16.08,11,6,6,27,6.48,40,-0.4753,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_EMA_FALSE_FALSE_5_0.02_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,EMA,FALSE,FALSE,out_of_sample,5,0.02,5,1000,Passive,-153,-25.8,Not Applicable,Not Applicable,16.02,Not Applicable,Not Applicable,-36.76,Not Applicable,Not Applicable,-13.53,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.7018,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_EMA_FALSE_FALSE_5_0.02_5,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,EMA,FALSE,FALSE,out_of_sample,5,0.02,10,1000,Active,-108,-18.57,154,81,17.44,23,1,-27.48,-68,-34,-15.8,11,6,6,18,8.46,30,-0.6758,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_EMA_FALSE_FALSE_5_0.02_10,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,EMA,FALSE,FALSE,out_of_sample,5,0.02,10,1000,Passive,-153,-25.8,Not Applicable,Not Applicable,16.02,Not Applicable,Not Applicable,-36.76,Not Applicable,Not Applicable,-13.53,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.7018,2024-09-05 to 2025-03-21,EURUSD=X_Passive_SMA2M_21_179_EMA_FALSE_FALSE_5_0.02_10,EURUSD=X_21_179
EURUSD=X,FX,SMA2M,21,179,EMA,FALSE,TRUE,out_of_sample,5,0.2,5,1000,Active,-24,-4.34,150,150,18.4,116,1,-27.86,-175,-175,-16.43,26,1,2,33,-8.25,50,-0.1558,2024-09-05 to 2025-03-21,EURUSD=X_Active_SMA2M_21_179_EMA_FALSE_TRUE_5_0.2_5,EURUSD=X_21_179
