Symbol,Class,Methodology,Window_Size1,Window_Size2,MA_Type,Flat,Dynamic_limits,data_type,leverage,max_risk,reward_ratio,capital,Strategy,Total Gross Profit,Annualized Profit,Largest Trade Win,Average Trade Win,Average Daily Profit,Length of Average Win,Max Winning Streak,Max Drawdown,Largest Trade Loss,Average Trade Loss,Average Daily Loss,Length of Average Loss,Max Losing Streak,Number of Trades Per Year,Percentage of Winning Trades,Expected Trade Result,Percentage of Positive Profit Days,Calmar Ratio,Period,key,key2
BTC-USD,Cryptocurrency,SMA2M,10,104,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,362,39.06,362,362,26.35,268,1,-26.02,0,NaN,-24.21,,0,1,50,NaN,50,1.5012,2024-04-14 to 2025-03-21,BTC-USD_Active_SMA2M_10_104_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_10_104
BTC-USD,Cryptocurrency,SMA2M,10,104,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,289,31.16,Not Applicable,Not Applicable,23.36,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-21.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,1.2078,2024-04-14 to 2025-03-21,BTC-USD_Passive_SMA2M_10_104_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_10_104
BTC-USD,Cryptocurrency,SMA2M,10,124,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,339,39.19,339,339,26.01,265,1,-26.01,0,NaN,-23.82,,0,1,50,NaN,50,1.5067,2024-05-04 to 2025-03-21,BTC-USD_Active_SMA2M_10_124_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_10_124
BTC-USD,Cryptocurrency,SMA2M,10,124,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,328,37.93,Not Applicable,Not Applicable,24.33,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-21.86,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,1.4702,2024-05-04 to 2025-03-21,BTC-USD_Passive_SMA2M_10_124_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_10_124
BTC-USD,Cryptocurrency,SMA2M,12,104,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,378,40.81,378,378,26.79,266,1,-26.02,0,NaN,-24.52,,0,1,50,NaN,50,1.5684,2024-04-14 to 2025-03-21,BTC-USD_Active_SMA2M_12_104_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_12_104
BTC-USD,Cryptocurrency,SMA2M,12,104,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,289,31.16,Not Applicable,Not Applicable,23.36,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-21.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,1.2078,2024-04-14 to 2025-03-21,BTC-USD_Passive_SMA2M_12_104_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_12_104
BTC-USD,Cryptocurrency,SMA2M,14,104,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,339,36.52,339,339,26.01,265,1,-26.01,0,NaN,-23.82,,0,1,50,NaN,50,1.4041,2024-04-14 to 2025-03-21,BTC-USD_Active_SMA2M_14_104_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_14_104
BTC-USD,Cryptocurrency,SMA2M,14,104,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,289,31.16,Not Applicable,Not Applicable,23.36,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-21.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,1.2078,2024-04-14 to 2025-03-21,BTC-USD_Passive_SMA2M_14_104_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_14_104
BTC-USD,Cryptocurrency,SMA2M,17,72,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,314,30.57,314,314,24.33,327,1,-26.01,0,NaN,-22.11,,0,1,50,NaN,50,1.1753,2024-03-13 to 2025-03-21,BTC-USD_Active_SMA2M_17_72_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_17_72
BTC-USD,Cryptocurrency,SMA2M,17,72,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,172,16.78,Not Applicable,Not Applicable,21.7,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-20.21,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.6504,2024-03-13 to 2025-03-21,BTC-USD_Passive_SMA2M_17_72_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_17_72
BTC-USD,Cryptocurrency,SMA2M,21,86,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,346,35.17,346,346,24.96,319,1,-26.01,0,NaN,-22.48,,0,1,50,NaN,50,1.3522,2024-03-27 to 2025-03-21,BTC-USD_Active_SMA2M_21_86_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_21_86
BTC-USD,Cryptocurrency,SMA2M,21,86,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,223,22.6,Not Applicable,Not Applicable,22.11,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-20.52,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.876,2024-03-27 to 2025-03-21,BTC-USD_Passive_SMA2M_21_86_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_21_86
BTC-USD,Cryptocurrency,SMA2M,25,72,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,391,38.01,391,391,26.92,267,1,-26.02,0,NaN,-24.75,,0,1,50,NaN,50,1.4608,2024-03-13 to 2025-03-21,BTC-USD_Active_SMA2M_25_72_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_25_72
BTC-USD,Cryptocurrency,SMA2M,25,72,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,172,16.78,Not Applicable,Not Applicable,21.7,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-20.21,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.6504,2024-03-13 to 2025-03-21,BTC-USD_Passive_SMA2M_25_72_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_25_72
BTC-USD,Cryptocurrency,SMA2M,30,72,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,378,36.74,378,378,26.79,266,1,-26.02,0,NaN,-24.52,,0,1,50,NaN,50,1.412,2024-03-13 to 2025-03-21,BTC-USD_Active_SMA2M_30_72_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_30_72
BTC-USD,Cryptocurrency,SMA2M,30,72,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,172,16.78,Not Applicable,Not Applicable,21.7,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-20.21,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.6504,2024-03-13 to 2025-03-21,BTC-USD_Passive_SMA2M_30_72_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_30_72
BTC-USD,Cryptocurrency,SMA2M,36,72,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,328,31.93,328,328,24.63,320,1,-26.02,0,NaN,-22.13,,0,1,50,NaN,50,1.2271,2024-03-13 to 2025-03-21,BTC-USD_Active_SMA2M_36_72_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_36_72
BTC-USD,Cryptocurrency,SMA2M,36,72,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,172,16.78,Not Applicable,Not Applicable,21.7,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-20.21,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.6504,2024-03-13 to 2025-03-21,BTC-USD_Passive_SMA2M_36_72_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_36_72
BTC-USD,Cryptocurrency,SMA2M,36,72,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,394,38.33,394,394,27.28,262,1,-26.01,0,NaN,-24.85,,0,1,50,NaN,50,1.4737,2024-03-13 to 2025-03-21,BTC-USD_Active_SMA2M_36_72_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_36_72
BTC-USD,Cryptocurrency,SMA2M,36,72,EMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,172,16.78,Not Applicable,Not Applicable,21.7,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-20.21,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.6504,2024-03-13 to 2025-03-21,BTC-USD_Passive_SMA2M_36_72_EMA_FALSE_FALSE_1_0.2_5,BTC-USD_36_72
BTC-USD,Cryptocurrency,SMA2M,43,50,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,659,59.43,1090,1090,31.48,298,1,-26.18,-422,-216,-29.03,48,2,2,25,218.5,50,2.2701,2024-02-20 to 2025-03-21,BTC-USD_Active_SMA2M_43_50_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_43_50
BTC-USD,Cryptocurrency,SMA2M,43,50,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,642,57.99,Not Applicable,Not Applicable,30.89,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-28.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,2.2477,2024-02-20 to 2025-03-21,BTC-USD_Passive_SMA2M_43_50_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_43_50
BTC-USD,Cryptocurrency,SMA2M,43,72,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Active,371,36.09,371,371,25.42,318,1,-26.01,0,NaN,-22.93,,0,1,50,NaN,50,1.3875,2024-03-13 to 2025-03-21,BTC-USD_Active_SMA2M_43_72_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_43_72
BTC-USD,Cryptocurrency,SMA2M,43,72,SMA,FALSE,FALSE,out_of_sample,1,0.2,5,1000,Passive,172,16.78,Not Applicable,Not Applicable,21.7,Not Applicable,Not Applicable,-25.8,Not Applicable,Not Applicable,-20.21,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.6504,2024-03-13 to 2025-03-21,BTC-USD_Passive_SMA2M_43_72_SMA_FALSE_FALSE_1_0.2_5,BTC-USD_43_72
CL=F,Commodities,SMA2M,10,72,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-127,-13.57,0,NaN,13.74,,0,-21.56,-116,-64,-14.4,158,2,2,0,NaN,0,-0.6294,2024-04-15 to 2025-03-20,CL=F_Active_SMA2M_10_72_SMA_FALSE_FALSE_1_0.1_5,CL=F_10_72
CL=F,Commodities,SMA2M,10,72,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-200,-21.27,Not Applicable,Not Applicable,12.02,Not Applicable,Not Applicable,-23.2,Not Applicable,Not Applicable,-12.87,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9168,2024-04-15 to 2025-03-20,CL=F_Passive_SMA2M_10_72_SMA_FALSE_FALSE_1_0.1_5,CL=F_10_72
CL=F,Commodities,SMA2M,10,72,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-131,-14,0,NaN,13.76,,0,-21.55,-120,-66,-14.33,155,2,2,0,NaN,0,-0.6497,2024-04-15 to 2025-03-20,CL=F_Active_SMA2M_10_72_EMA_FALSE_FALSE_1_0.1_5,CL=F_10_72
CL=F,Commodities,SMA2M,10,72,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-200,-21.27,Not Applicable,Not Applicable,12.02,Not Applicable,Not Applicable,-23.2,Not Applicable,Not Applicable,-12.87,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9168,2024-04-15 to 2025-03-20,CL=F_Passive_SMA2M_10_72_EMA_FALSE_FALSE_1_0.1_5,CL=F_10_72
CL=F,Commodities,SMA2M,10,124,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-59,-8.05,35,35,15.11,192,1,-17.5,-94,-94,-15.65,43,1,2,33,-19.47,50,-0.46,2024-06-28 to 2025-03-20,CL=F_Active_SMA2M_10_124_SMA_FALSE_FALSE_1_0.1_5,CL=F_10_124
CL=F,Commodities,SMA2M,10,124,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-161,-21.41,Not Applicable,Not Applicable,13.55,Not Applicable,Not Applicable,-21.7,Not Applicable,Not Applicable,-14.1,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9866,2024-06-28 to 2025-03-20,CL=F_Passive_SMA2M_10_124_SMA_FALSE_FALSE_1_0.1_5,CL=F_10_124
CL=F,Commodities,SMA2M,10,124,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-59,-8.05,35,35,15.11,192,1,-17.5,-94,-94,-15.65,43,1,2,33,-19.47,50,-0.46,2024-06-28 to 2025-03-20,CL=F_Active_SMA2M_10_124_EMA_FALSE_FALSE_1_0.1_5,CL=F_10_124
CL=F,Commodities,SMA2M,10,124,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-161,-21.41,Not Applicable,Not Applicable,13.55,Not Applicable,Not Applicable,-21.7,Not Applicable,Not Applicable,-14.1,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9866,2024-06-28 to 2025-03-20,CL=F_Passive_SMA2M_10_124_EMA_FALSE_FALSE_1_0.1_5,CL=F_10_124
CL=F,Commodities,SMA2M,10,149,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-39,-6.09,0,NaN,10.28,,0,-9.94,-39,-39,-14.83,42,1,1,0,NaN,0,-0.6127,2024-08-05 to 2025-03-20,CL=F_Active_SMA2M_10_149_SMA_FALSE_FALSE_1_0.1_5,CL=F_10_149
CL=F,Commodities,SMA2M,10,149,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-62,-9.7,Not Applicable,Not Applicable,14.8,Not Applicable,Not Applicable,-17.91,Not Applicable,Not Applicable,-15.78,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5416,2024-08-05 to 2025-03-20,CL=F_Passive_SMA2M_10_149_SMA_FALSE_FALSE_1_0.1_5,CL=F_10_149
CL=F,Commodities,SMA2M,10,149,SMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Active,-39,-6.09,0,NaN,10.28,,0,-9.94,-39,-39,-14.83,42,1,1,0,NaN,0,-0.6127,2024-08-05 to 2025-03-20,CL=F_Active_SMA2M_10_149_SMA_FALSE_FALSE_1_0.1_10,CL=F_10_149
CL=F,Commodities,SMA2M,10,149,SMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Passive,-62,-9.7,Not Applicable,Not Applicable,14.8,Not Applicable,Not Applicable,-17.91,Not Applicable,Not Applicable,-15.78,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5416,2024-08-05 to 2025-03-20,CL=F_Passive_SMA2M_10_149_SMA_FALSE_FALSE_1_0.1_10,CL=F_10_149
CL=F,Commodities,SMA2M,10,149,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-33,-5.26,0,NaN,10.04,,0,-9.94,-33,-33,-14.91,43,1,1,0,NaN,0,-0.5292,2024-08-05 to 2025-03-20,CL=F_Active_SMA2M_10_149_EMA_FALSE_FALSE_1_0.1_5,CL=F_10_149
CL=F,Commodities,SMA2M,10,149,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-62,-9.7,Not Applicable,Not Applicable,14.8,Not Applicable,Not Applicable,-17.91,Not Applicable,Not Applicable,-15.78,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5416,2024-08-05 to 2025-03-20,CL=F_Passive_SMA2M_10_149_EMA_FALSE_FALSE_1_0.1_5,CL=F_10_149
CL=F,Commodities,SMA2M,10,149,EMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Active,-33,-5.26,0,NaN,10.04,,0,-9.94,-33,-33,-14.91,43,1,1,0,NaN,0,-0.5292,2024-08-05 to 2025-03-20,CL=F_Active_SMA2M_10_149_EMA_FALSE_FALSE_1_0.1_10,CL=F_10_149
CL=F,Commodities,SMA2M,10,149,EMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Passive,-62,-9.7,Not Applicable,Not Applicable,14.8,Not Applicable,Not Applicable,-17.91,Not Applicable,Not Applicable,-15.78,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5416,2024-08-05 to 2025-03-20,CL=F_Passive_SMA2M_10_149_EMA_FALSE_FALSE_1_0.1_10,CL=F_10_149
CL=F,Commodities,SMA2M,12,72,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-125,-13.39,0,NaN,14.03,,0,-22.8,-120,-63,-14.56,150,2,2,0,NaN,0,-0.5873,2024-04-15 to 2025-03-20,CL=F_Active_SMA2M_12_72_EMA_FALSE_FALSE_1_0.1_5,CL=F_12_72
CL=F,Commodities,SMA2M,12,72,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-200,-21.27,Not Applicable,Not Applicable,12.02,Not Applicable,Not Applicable,-23.2,Not Applicable,Not Applicable,-12.87,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9168,2024-04-15 to 2025-03-20,CL=F_Passive_SMA2M_12_72_EMA_FALSE_FALSE_1_0.1_5,CL=F_12_72
CL=F,Commodities,SMA2M,12,124,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-109,-14.63,0,NaN,14.44,,0,-19.51,-99,-54,-15.43,117,2,2,0,NaN,25,-0.7499,2024-06-28 to 2025-03-20,CL=F_Active_SMA2M_12_124_SMA_FALSE_FALSE_1_0.1_5,CL=F_12_124
CL=F,Commodities,SMA2M,12,124,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-161,-21.41,Not Applicable,Not Applicable,13.55,Not Applicable,Not Applicable,-21.7,Not Applicable,Not Applicable,-14.1,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9866,2024-06-28 to 2025-03-20,CL=F_Passive_SMA2M_12_124_SMA_FALSE_FALSE_1_0.1_5,CL=F_12_124
CL=F,Commodities,SMA2M,12,124,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-109,-14.63,0,NaN,14.44,,0,-19.51,-99,-54,-15.43,117,2,2,0,NaN,25,-0.7499,2024-06-28 to 2025-03-20,CL=F_Active_SMA2M_12_124_EMA_FALSE_FALSE_1_0.1_5,CL=F_12_124
CL=F,Commodities,SMA2M,12,124,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-161,-21.41,Not Applicable,Not Applicable,13.55,Not Applicable,Not Applicable,-21.7,Not Applicable,Not Applicable,-14.1,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9866,2024-06-28 to 2025-03-20,CL=F_Passive_SMA2M_12_124_EMA_FALSE_FALSE_1_0.1_5,CL=F_12_124
CL=F,Commodities,SMA2M,12,149,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-56,-8.8,0,NaN,9.51,,0,-9.94,-56,-56,-14.56,39,1,1,0,NaN,0,-0.8853,2024-08-05 to 2025-03-20,CL=F_Active_SMA2M_12_149_SMA_FALSE_FALSE_1_0.1_5,CL=F_12_149
CL=F,Commodities,SMA2M,12,149,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-62,-9.7,Not Applicable,Not Applicable,14.8,Not Applicable,Not Applicable,-17.91,Not Applicable,Not Applicable,-15.78,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5416,2024-08-05 to 2025-03-20,CL=F_Passive_SMA2M_12_149_SMA_FALSE_FALSE_1_0.1_5,CL=F_12_149
CL=F,Commodities,SMA2M,12,149,SMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Active,-56,-8.8,0,NaN,9.51,,0,-9.94,-56,-56,-14.56,39,1,1,0,NaN,0,-0.8853,2024-08-05 to 2025-03-20,CL=F_Active_SMA2M_12_149_SMA_FALSE_FALSE_1_0.1_10,CL=F_12_149
CL=F,Commodities,SMA2M,12,149,SMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Passive,-62,-9.7,Not Applicable,Not Applicable,14.8,Not Applicable,Not Applicable,-17.91,Not Applicable,Not Applicable,-15.78,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5416,2024-08-05 to 2025-03-20,CL=F_Passive_SMA2M_12_149_SMA_FALSE_FALSE_1_0.1_10,CL=F_12_149
CL=F,Commodities,SMA2M,12,149,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-39,-6.09,0,NaN,10.28,,0,-9.94,-39,-39,-14.83,42,1,1,0,NaN,0,-0.6127,2024-08-05 to 2025-03-20,CL=F_Active_SMA2M_12_149_EMA_FALSE_FALSE_1_0.1_5,CL=F_12_149
CL=F,Commodities,SMA2M,12,149,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-62,-9.7,Not Applicable,Not Applicable,14.8,Not Applicable,Not Applicable,-17.91,Not Applicable,Not Applicable,-15.78,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5416,2024-08-05 to 2025-03-20,CL=F_Passive_SMA2M_12_149_EMA_FALSE_FALSE_1_0.1_5,CL=F_12_149
CL=F,Commodities,SMA2M,12,149,EMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Active,-39,-6.09,0,NaN,10.28,,0,-9.94,-39,-39,-14.83,42,1,1,0,NaN,0,-0.6127,2024-08-05 to 2025-03-20,CL=F_Active_SMA2M_12_149_EMA_FALSE_FALSE_1_0.1_10,CL=F_12_149
CL=F,Commodities,SMA2M,12,149,EMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Passive,-62,-9.7,Not Applicable,Not Applicable,14.8,Not Applicable,Not Applicable,-17.91,Not Applicable,Not Applicable,-15.78,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.5416,2024-08-05 to 2025-03-20,CL=F_Passive_SMA2M_12_149_EMA_FALSE_FALSE_1_0.1_10,CL=F_12_149
CL=F,Commodities,SMA2M,12,179,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-33,-6.45,0,NaN,10.04,,0,-9.94,-33,-33,-14.91,43,1,1,0,NaN,0,-0.6489,2024-09-17 to 2025-03-20,CL=F_Active_SMA2M_12_179_SMA_FALSE_FALSE_1_0.1_5,CL=F_12_179
CL=F,Commodities,SMA2M,12,179,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-38,-7.37,Not Applicable,Not Applicable,13.92,Not Applicable,Not Applicable,-17.46,Not Applicable,Not Applicable,-14.74,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.4221,2024-09-17 to 2025-03-20,CL=F_Passive_SMA2M_12_179_SMA_FALSE_FALSE_1_0.1_5,CL=F_12_179
CL=F,Commodities,SMA2M,12,179,SMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Active,-33,-6.45,0,NaN,10.04,,0,-9.94,-33,-33,-14.91,43,1,1,0,NaN,0,-0.6489,2024-09-17 to 2025-03-20,CL=F_Active_SMA2M_12_179_SMA_FALSE_FALSE_1_0.1_10,CL=F_12_179
CL=F,Commodities,SMA2M,12,179,SMA,FALSE,FALSE,out_of_sample,1,0.1,10,1000,Passive,-38,-7.37,Not Applicable,Not Applicable,13.92,Not Applicable,Not Applicable,-17.46,Not Applicable,Not Applicable,-14.74,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.4221,2024-09-17 to 2025-03-20,CL=F_Passive_SMA2M_12_179_SMA_FALSE_FALSE_1_0.1_10,CL=F_12_179
CL=F,Commodities,SMA2M,14,72,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-106,-11.32,8,8,13.99,196,1,-19.9,-114,-114,-14.45,115,1,2,33,-34.98,25,-0.5688,2024-04-15 to 2025-03-20,CL=F_Active_SMA2M_14_72_SMA_FALSE_FALSE_1_0.1_5,CL=F_14_72
CL=F,Commodities,SMA2M,14,72,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-200,-21.27,Not Applicable,Not Applicable,12.02,Not Applicable,Not Applicable,-23.2,Not Applicable,Not Applicable,-12.87,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9168,2024-04-15 to 2025-03-20,CL=F_Passive_SMA2M_14_72_SMA_FALSE_FALSE_1_0.1_5,CL=F_14_72
CL=F,Commodities,SMA2M,14,72,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-103,-10.96,8,8,14.23,196,1,-19.9,-110,-110,-14.67,105,1,2,33,-33.66,25,-0.5508,2024-04-15 to 2025-03-20,CL=F_Active_SMA2M_14_72_EMA_FALSE_FALSE_1_0.1_5,CL=F_14_72
CL=F,Commodities,SMA2M,14,72,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-200,-21.27,Not Applicable,Not Applicable,12.02,Not Applicable,Not Applicable,-23.2,Not Applicable,Not Applicable,-12.87,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9168,2024-04-15 to 2025-03-20,CL=F_Passive_SMA2M_14_72_EMA_FALSE_FALSE_1_0.1_5,CL=F_14_72
CL=F,Commodities,SMA2M,14,124,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-105,-14.12,8,8,14.12,196,1,-17.5,-112,-112,-15.25,37,1,2,33,-34.32,25,-0.8069,2024-06-28 to 2025-03-20,CL=F_Active_SMA2M_14_124_SMA_FALSE_FALSE_1_0.1_5,CL=F_14_124
CL=F,Commodities,SMA2M,14,124,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-161,-21.41,Not Applicable,Not Applicable,13.55,Not Applicable,Not Applicable,-21.7,Not Applicable,Not Applicable,-14.1,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9866,2024-06-28 to 2025-03-20,CL=F_Passive_SMA2M_14_124_SMA_FALSE_FALSE_1_0.1_5,CL=F_14_124
CL=F,Commodities,SMA2M,14,124,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-109,-14.63,0,NaN,14.44,,0,-19.51,-99,-54,-15.43,117,2,2,0,NaN,25,-0.7499,2024-06-28 to 2025-03-20,CL=F_Active_SMA2M_14_124_EMA_FALSE_FALSE_1_0.1_5,CL=F_14_124
CL=F,Commodities,SMA2M,14,124,EMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Passive,-161,-21.41,Not Applicable,Not Applicable,13.55,Not Applicable,Not Applicable,-21.7,Not Applicable,Not Applicable,-14.1,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.9866,2024-06-28 to 2025-03-20,CL=F_Passive_SMA2M_14_124_EMA_FALSE_FALSE_1_0.1_5,CL=F_14_124
CL=F,Commodities,SMA2M,14,149,SMA,FALSE,FALSE,out_of_sample,1,0.1,5,1000,Active,-43,-6.69,0,NaN,9.31,,0,-9.01,-42,-42,-14.87,36,1,1,0,NaN,0,-0.7425,2024-08-05 to 2025-03-20,CL=F_Active_SMA2M_14_149_SMA_FALSE_FALSE_1_0.1_5,CL=F_14_149
