Symbol,Class,Methodology,Window_Size,MA_Type,Flat,Dynamic_limits,ticker,data_type,leverage,max_risk,reward_ratio,capital,Strategy,Total Gross Profit,Annualized Profit,Largest Trade Win,Average Trade Win,Average Daily Profit,Length of Average Win,Max Winning Streak,Max Drawdown,Largest Trade Loss,Average Trade Loss,Average Daily Loss,Length of Average Loss,Max Losing Streak,Number of Trades Per Year,Percentage of Winning Trades,Expected Trade Result,Percentage of Positive Profit Days,Calmar Ratio,Period,key,key2
EURUSD=X,FX,SMA1M,35,SMA,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,10,1000,Active,193,16.96,238,121,15.72,59,2,-20.91,-78,-26,-12.77,13,6,8,25,23.75,41,0.8111,2024-02-19 to 2025-03-21,EURUSD=X_Active_SMA1M_35_SMA_FALSE_TRUE_5_0.1_10,EURUSD=X_35
EURUSD=X,FX,SMA1M,35,SMA,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,10,1000,Passive,-32,-2.87,Not Applicable,Not Applicable,16.01,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.9,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.078,2024-02-19 to 2025-03-21,EURUSD=X_Passive_SMA1M_35_SMA_FALSE_TRUE_5_0.1_10,EURUSD=X_35
EURUSD=X,FX,SMA1M,35,SMA,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,5,1000,Active,44,3.89,50,25,3.33,59,2,-4.77,-14,-5,-2.68,13,6,8,25,5,41,0.8155,2024-02-19 to 2025-03-21,EURUSD=X_Active_SMA1M_35_SMA_FALSE_FALSE_1_0.1_5,EURUSD=X_35
EURUSD=X,FX,SMA1M,35,SMA,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,5,1000,Passive,3,0.29,Not Applicable,Not Applicable,3.36,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.85,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0343,2024-02-19 to 2025-03-21,EURUSD=X_Passive_SMA1M_35_SMA_FALSE_FALSE_1_0.1_5,EURUSD=X_35
EURUSD=X,FX,SMA1M,35,SMA,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,5,1000,Active,193,16.96,238,121,15.72,59,2,-20.91,-78,-26,-12.77,13,6,8,25,23.75,41,0.8111,2024-02-19 to 2025-03-21,EURUSD=X_Active_SMA1M_35_SMA_FALSE_FALSE_5_0.1_5,EURUSD=X_35
EURUSD=X,FX,SMA1M,35,SMA,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,5,1000,Passive,-32,-2.87,Not Applicable,Not Applicable,16.01,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.9,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.078,2024-02-19 to 2025-03-21,EURUSD=X_Passive_SMA1M_35_SMA_FALSE_FALSE_5_0.1_5,EURUSD=X_35
EURUSD=X,FX,SMA1M,35,SMA,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,10,1000,Active,44,3.89,50,25,3.33,59,2,-4.77,-14,-5,-2.68,13,6,8,25,5,41,0.8155,2024-02-19 to 2025-03-21,EURUSD=X_Active_SMA1M_35_SMA_FALSE_FALSE_1_0.1_10,EURUSD=X_35
EURUSD=X,FX,SMA1M,35,SMA,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,10,1000,Passive,3,0.29,Not Applicable,Not Applicable,3.36,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.85,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0343,2024-02-19 to 2025-03-21,EURUSD=X_Passive_SMA1M_35_SMA_FALSE_FALSE_1_0.1_10,EURUSD=X_35
EURUSD=X,FX,SMA1M,35,SMA,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,10,1000,Active,193,16.96,238,121,15.72,59,2,-20.91,-78,-26,-12.77,13,6,8,25,23.75,41,0.8111,2024-02-19 to 2025-03-21,EURUSD=X_Active_SMA1M_35_SMA_FALSE_FALSE_5_0.1_10,EURUSD=X_35
EURUSD=X,FX,SMA1M,35,SMA,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,10,1000,Passive,-32,-2.87,Not Applicable,Not Applicable,16.01,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.9,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.078,2024-02-19 to 2025-03-21,EURUSD=X_Passive_SMA1M_35_SMA_FALSE_FALSE_5_0.1_10,EURUSD=X_35
