Symbol,Key,Strategy,TradePnL,TradePnLSD,TradePnL_5,TradePnL_95,TGP,TGPSD,TGP_5,TGP_95,Trades,Nfamily,RR
USDPLN=X,USDPLN=X_15,BB,0.777440476190476,1.43900400755515,-0.8375,4.47,37.6041666666667,270.838970058657,-279,565,124507,672,0.540262898580345
