Symbol,Class,Methodology,Window_Size,Threshold_Oversold,Threshold_Overbought,Flat,Dynamic_limits,ticker,data_type,leverage,max_risk,reward_ratio,capital,Strategy,Total Gross Profit,Annualized Profit,Largest Trade Win,Average Trade Win,Average Daily Profit,Length of Average Win,Max Winning Streak,Max Drawdown,Largest Trade Loss,Average Trade Loss,Average Daily Loss,Length of Average Loss,Max Losing Streak,Number of Trades Per Year,Percentage of Winning Trades,Expected Trade Result,Percentage of Positive Profit Days,Calmar Ratio,Period,key,key2
CL=F,Commodities,RSI:,12,30,70,TRUE,FALSE,CL=F,out_of_sample,1,0.1,3,1000,Active,111,9.43,45,20,14.82,5,1,-8.94,-57,-29,-15.2,11,1,18,29,-2.61,29,1.0548,2024-01-22 to 2025-03-21,CL=F_Active_RSI:_12_30_70_TRUE_FALSE_1_0.1_3,CL=F_12_30_70
CL=F,Commodities,RSI:,12,30,70,TRUE,FALSE,CL=F,out_of_sample,1,0.1,3,1000,Passive,-91,-7.89,Not Applicable,Not Applicable,13.67,Not Applicable,Not Applicable,-24.5,Not Applicable,Not Applicable,-14.01,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.322,2024-01-22 to 2025-03-21,CL=F_Passive_RSI:_12_30_70_TRUE_FALSE_1_0.1_3,CL=F_12_30_70
CL=F,Commodities,RSI:,12,30,70,TRUE,TRUE,CL=F,out_of_sample,1,0.1,3,1000,Active,111,9.43,45,20,14.82,5,1,-8.94,-57,-29,-15.2,11,1,18,29,-2.61,29,1.0548,2024-01-22 to 2025-03-21,CL=F_Active_RSI:_12_30_70_TRUE_TRUE_1_0.1_3,CL=F_12_30_70
CL=F,Commodities,RSI:,12,30,70,TRUE,TRUE,CL=F,out_of_sample,1,0.1,3,1000,Passive,-91,-7.89,Not Applicable,Not Applicable,13.67,Not Applicable,Not Applicable,-24.5,Not Applicable,Not Applicable,-14.01,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.322,2024-01-22 to 2025-03-21,CL=F_Passive_RSI:_12_30_70_TRUE_TRUE_1_0.1_3,CL=F_12_30_70
CL=F,Commodities,RSI:,12,30,80,TRUE,FALSE,CL=F,out_of_sample,1,0.1,3,1000,Active,151,12.79,44,19,13.96,5,1,-3.49,-3,-2,-10.42,8,1,14,30,5.1,30,3.6648,2024-01-22 to 2025-03-21,CL=F_Active_RSI:_12_30_80_TRUE_FALSE_1_0.1_3,CL=F_12_30_80
CL=F,Commodities,RSI:,12,30,80,TRUE,FALSE,CL=F,out_of_sample,1,0.1,3,1000,Passive,-91,-7.89,Not Applicable,Not Applicable,13.67,Not Applicable,Not Applicable,-24.5,Not Applicable,Not Applicable,-14.01,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.322,2024-01-22 to 2025-03-21,CL=F_Passive_RSI:_12_30_80_TRUE_FALSE_1_0.1_3,CL=F_12_30_80
CL=F,Commodities,RSI:,12,30,80,TRUE,TRUE,CL=F,out_of_sample,1,0.1,3,1000,Active,151,12.79,44,19,13.96,5,1,-3.49,-3,-2,-10.42,8,1,14,30,5.1,30,3.6648,2024-01-22 to 2025-03-21,CL=F_Active_RSI:_12_30_80_TRUE_TRUE_1_0.1_3,CL=F_12_30_80
CL=F,Commodities,RSI:,12,30,80,TRUE,TRUE,CL=F,out_of_sample,1,0.1,3,1000,Passive,-91,-7.89,Not Applicable,Not Applicable,13.67,Not Applicable,Not Applicable,-24.5,Not Applicable,Not Applicable,-14.01,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.322,2024-01-22 to 2025-03-21,CL=F_Passive_RSI:_12_30_80_TRUE_TRUE_1_0.1_3,CL=F_12_30_80
CL=F,Commodities,RSI:,12,30,80,FALSE,FALSE,CL=F,out_of_sample,1,0.1,3,1000,Active,151,12.79,44,19,13.96,5,1,-3.49,-3,-2,-10.42,8,1,14,30,5.1,30,3.6648,2024-01-22 to 2025-03-21,CL=F_Active_RSI:_12_30_80_FALSE_FALSE_1_0.1_3,CL=F_12_30_80
CL=F,Commodities,RSI:,12,30,80,FALSE,FALSE,CL=F,out_of_sample,1,0.1,3,1000,Passive,-91,-7.89,Not Applicable,Not Applicable,13.67,Not Applicable,Not Applicable,-24.5,Not Applicable,Not Applicable,-14.01,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.322,2024-01-22 to 2025-03-21,CL=F_Passive_RSI:_12_30_80_FALSE_FALSE_1_0.1_3,CL=F_12_30_80
CL=F,Commodities,RSI:,12,30,80,FALSE,TRUE,CL=F,out_of_sample,1,0.1,3,1000,Active,151,12.79,44,19,13.96,5,1,-3.49,-3,-2,-10.42,8,1,14,30,5.1,30,3.6648,2024-01-22 to 2025-03-21,CL=F_Active_RSI:_12_30_80_FALSE_TRUE_1_0.1_3,CL=F_12_30_80
CL=F,Commodities,RSI:,12,30,80,FALSE,TRUE,CL=F,out_of_sample,1,0.1,3,1000,Passive,-91,-7.89,Not Applicable,Not Applicable,13.67,Not Applicable,Not Applicable,-24.5,Not Applicable,Not Applicable,-14.01,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.322,2024-01-22 to 2025-03-21,CL=F_Passive_RSI:_12_30_80_FALSE_TRUE_1_0.1_3,CL=F_12_30_80
EURUSD=X,FX,RSI:,10,10,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,51,4.17,140,56,26.61,4,1,-34.19,-170,-65,-30.59,12,1,19,24,-2.16,29,0.122,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_10_60_TRUE_FALSE_10_0.1_3,EURUSD=X_10_10_60
EURUSD=X,FX,RSI:,10,10,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_10_60_TRUE_FALSE_10_0.1_3,EURUSD=X_10_10_60
EURUSD=X,FX,RSI:,10,10,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,51,4.17,140,56,26.61,4,1,-34.19,-170,-65,-30.59,12,1,19,24,-2.16,29,0.122,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_10_60_TRUE_FALSE_10_0.1_7,EURUSD=X_10_10_60
EURUSD=X,FX,RSI:,10,10,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_10_60_TRUE_FALSE_10_0.1_7,EURUSD=X_10_10_60
EURUSD=X,FX,RSI:,10,10,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,-17,-1.41,131,53,26.15,4,1,-38.46,-120,-70,-29.24,10,1,19,24,-4.08,31,-0.0367,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_10_60_TRUE_TRUE_10_0.1_3,EURUSD=X_10_10_60
EURUSD=X,FX,RSI:,10,10,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_10_60_TRUE_TRUE_10_0.1_3,EURUSD=X_10_10_60
EURUSD=X,FX,RSI:,10,10,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,-17,-1.41,131,53,26.15,4,1,-38.46,-120,-70,-29.24,10,1,19,24,-4.08,31,-0.0367,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_10_60_TRUE_TRUE_10_0.1_7,EURUSD=X_10_10_60
EURUSD=X,FX,RSI:,10,10,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_10_60_TRUE_TRUE_10_0.1_7,EURUSD=X_10_10_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,1,0.1,3,1000,Active,39,3.16,18,7,3.09,4,1,-2.51,-11,-5,-3.05,16,1,24,23,0.46,23,1.259,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_FALSE_1_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,1,0.1,3,1000,Passive,-2,-0.16,Not Applicable,Not Applicable,3.21,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.81,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0189,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_FALSE_1_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,180,14.52,157,62,30.69,4,1,-28.82,-189,-72,-30.81,12,1,25,22,-2.2,28,0.5038,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_FALSE_10_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_FALSE_10_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,155,12.52,85,33,15.5,4,1,-14.61,-90,-30,-15.52,15,1,24,23,0.69,24,0.8569,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_FALSE_5_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-58,-4.82,Not Applicable,Not Applicable,14.82,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.131,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_FALSE_5_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,1,0.1,7,1000,Active,39,3.16,18,7,3.09,4,1,-2.51,-11,-5,-3.05,16,1,24,23,0.46,23,1.259,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_FALSE_1_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,1,0.1,7,1000,Passive,-2,-0.16,Not Applicable,Not Applicable,3.21,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.81,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0189,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_FALSE_1_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,180,14.52,157,62,30.69,4,1,-28.82,-189,-72,-30.81,12,1,25,22,-2.2,28,0.5038,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_FALSE_10_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_FALSE_10_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,155,12.52,85,33,15.5,4,1,-14.61,-90,-30,-15.52,15,1,24,23,0.69,24,0.8569,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_FALSE_5_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,-58,-4.82,Not Applicable,Not Applicable,14.82,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.131,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_FALSE_5_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,1,0.1,3,1000,Active,39,3.16,18,7,3.09,4,1,-2.51,-11,-5,-3.05,16,1,24,23,0.46,23,1.259,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_TRUE_1_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,1,0.1,3,1000,Passive,-2,-0.16,Not Applicable,Not Applicable,3.21,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.81,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0189,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_TRUE_1_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,103,8.39,147,58,30.51,4,1,-32.65,-134,-76,-29.27,11,1,25,22,-3.96,29,0.257,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_TRUE_10_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_TRUE_10_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,155,12.52,85,33,15.5,4,1,-14.61,-90,-30,-15.52,15,1,24,23,0.69,24,0.8569,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_TRUE_5_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-58,-4.82,Not Applicable,Not Applicable,14.82,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.131,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_TRUE_5_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,1,0.1,7,1000,Active,39,3.16,18,7,3.09,4,1,-2.51,-11,-5,-3.05,16,1,24,23,0.46,23,1.259,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_TRUE_1_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,1,0.1,7,1000,Passive,-2,-0.16,Not Applicable,Not Applicable,3.21,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.81,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0189,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_TRUE_1_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,103,8.39,147,58,30.51,4,1,-32.65,-134,-76,-29.27,11,1,25,22,-3.96,29,0.257,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_TRUE_10_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_TRUE_10_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,155,12.52,85,33,15.5,4,1,-14.61,-90,-30,-15.52,15,1,24,23,0.69,24,0.8569,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_TRUE_TRUE_5_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,-58,-4.82,Not Applicable,Not Applicable,14.82,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.131,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_TRUE_TRUE_5_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,3,1000,Active,39,3.16,18,7,3.09,4,1,-2.51,-11,-5,-3.05,16,1,24,23,0.46,23,1.259,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_FALSE_1_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,3,1000,Passive,-2,-0.16,Not Applicable,Not Applicable,3.21,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.81,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0189,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_FALSE_1_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,353,28.16,180,69,33.61,4,1,-21.76,-198,-68,-33.21,12,2,26,25,0.25,30,1.2941,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_FALSE_10_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_FALSE_10_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,228,18.39,91,37,16.17,4,1,-10.98,-90,-31,-15.73,15,1,25,24,1.44,26,1.6749,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_FALSE_5_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-58,-4.82,Not Applicable,Not Applicable,14.82,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.131,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_FALSE_5_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,7,1000,Active,39,3.16,18,7,3.09,4,1,-2.51,-11,-5,-3.05,16,1,24,23,0.46,23,1.259,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_FALSE_1_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,7,1000,Passive,-2,-0.16,Not Applicable,Not Applicable,3.21,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.81,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0189,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_FALSE_1_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,353,28.16,180,69,33.61,4,1,-21.76,-198,-68,-33.21,12,2,26,25,0.25,30,1.2941,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_FALSE_10_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_FALSE_10_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,228,18.39,91,37,16.17,4,1,-10.98,-90,-31,-15.73,15,1,25,24,1.44,26,1.6749,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_FALSE_5_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,-58,-4.82,Not Applicable,Not Applicable,14.82,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.131,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_FALSE_5_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,1,0.1,3,1000,Active,39,3.16,18,7,3.09,4,1,-2.51,-11,-5,-3.05,16,1,24,23,0.46,23,1.259,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_TRUE_1_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,1,0.1,3,1000,Passive,-2,-0.16,Not Applicable,Not Applicable,3.21,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.81,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0189,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_TRUE_1_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,367,29.23,182,65,33.39,5,1,-20.15,-155,-76,-33.41,10,2,27,28,-3.08,34,1.4506,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_TRUE_10_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.16,Not Applicable,Not Applicable,26.12,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.08,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2921,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_TRUE_10_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,228,18.39,91,37,16.17,4,1,-10.98,-90,-31,-15.73,15,1,25,24,1.44,26,1.6749,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_TRUE_5_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-58,-4.82,Not Applicable,Not Applicable,14.82,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.27,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.131,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_TRUE_5_0.1_3,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,1,0.1,7,1000,Active,39,3.16,18,7,3.09,4,1,-2.51,-11,-5,-3.05,16,1,24,23,0.46,23,1.259,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_TRUE_1_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,1,0.1,7,1000,Passive,-2,-0.16,Not Applicable,Not Applicable,3.21,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.81,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0189,2024-01-17 to 2025-03-21,EURUSD=X_Passive_RSI:_10_20_60_FALSE_TRUE_1_0.1_7,EURUSD=X_10_20_60
EURUSD=X,FX,RSI:,10,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,367,29.23,182,65,33.39,5,1,-20.15,-155,-76,-33.41,10,2,27,28,-3.08,34,1.4506,2024-01-17 to 2025-03-21,EURUSD=X_Active_RSI:_10_20_60_FALSE_TRUE_10_0.1_7,EURUSD=X_10_20_60
