Symbol,Class,Methodology,Window_Size,Threshold_Oversold,Threshold_Overbought,Flat,Dynamic_limits,ticker,data_type,leverage,max_risk,reward_ratio,capital,Strategy,Total Gross Profit,Annualized Profit,Largest Trade Win,Average Trade Win,Average Daily Profit,Length of Average Win,Max Winning Streak,Max Drawdown,Largest Trade Loss,Average Trade Loss,Average Daily Loss,Length of Average Loss,Max Losing Streak,Number of Trades Per Year,Percentage of Winning Trades,Expected Trade Result,Percentage of Positive Profit Days,Calmar Ratio,Period,key,key2
EURUSD=X,FX,RSI:,14,10,70,FALSE,TRUE,EURUSD=X,out_of_sample,1,0.1,7,1000,Active,10,0.8,4,3,2.69,7,1,-0.92,-3,-2,-2.93,11,1,10,25,0.25,25,0.8696,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_70_FALSE_TRUE_1_0.1_7,EURUSD=X_14_10_70
EURUSD=X,FX,RSI:,14,10,70,FALSE,TRUE,EURUSD=X,out_of_sample,1,0.1,7,1000,Passive,-2,-0.18,Not Applicable,Not Applicable,3.25,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.84,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0213,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_70_FALSE_TRUE_1_0.1_7,EURUSD=X_14_10_70
EURUSD=X,FX,RSI:,14,10,70,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,98,8.12,39,28,28.16,7,1,-9.23,-25,-22,-30.81,11,1,10,25,1.5,25,0.8797,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_70_FALSE_TRUE_10_0.1_7,EURUSD=X_14_10_70
EURUSD=X,FX,RSI:,14,10,70,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_70_FALSE_TRUE_10_0.1_7,EURUSD=X_14_10_70
EURUSD=X,FX,RSI:,14,10,70,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,49,4.04,19,14,13.73,7,1,-4.62,-13,-11,-14.97,11,1,10,25,0.75,25,0.8745,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_70_FALSE_TRUE_5_0.1_7,EURUSD=X_14_10_70
EURUSD=X,FX,RSI:,14,10,70,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,-59,-4.92,Not Applicable,Not Applicable,14.96,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.38,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1337,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_70_FALSE_TRUE_5_0.1_7,EURUSD=X_14_10_70
EURUSD=X,FX,RSI:,14,10,80,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,39,3.25,36,20,24.6,5,1,-3.46,0,NaN,-34.57,,0,4,25,NaN,25,0.9393,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_80_TRUE_FALSE_10_0.1_3,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_80_TRUE_FALSE_10_0.1_3,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,39,3.25,36,20,24.6,5,1,-3.46,0,NaN,-34.57,,0,4,25,NaN,25,0.9393,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_80_TRUE_FALSE_10_0.1_7,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_80_TRUE_FALSE_10_0.1_7,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,39,3.25,36,20,24.6,5,1,-3.46,0,NaN,-34.57,,0,4,25,NaN,25,0.9393,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_80_TRUE_TRUE_10_0.1_3,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_80_TRUE_TRUE_10_0.1_3,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,39,3.25,36,20,24.6,5,1,-3.46,0,NaN,-34.57,,0,4,25,NaN,25,0.9393,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_80_TRUE_TRUE_10_0.1_7,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_80_TRUE_TRUE_10_0.1_7,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,39,3.25,36,20,24.6,5,1,-3.46,0,NaN,-34.57,,0,4,25,NaN,25,0.9393,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_80_FALSE_FALSE_10_0.1_3,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_80_FALSE_FALSE_10_0.1_3,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,39,3.25,36,20,24.6,5,1,-3.46,0,NaN,-34.57,,0,4,25,NaN,25,0.9393,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_80_FALSE_FALSE_10_0.1_7,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_80_FALSE_FALSE_10_0.1_7,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,39,3.25,36,20,24.6,5,1,-3.46,0,NaN,-34.57,,0,4,25,NaN,25,0.9393,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_80_FALSE_TRUE_10_0.1_3,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_80_FALSE_TRUE_10_0.1_3,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,39,3.25,36,20,24.6,5,1,-3.46,0,NaN,-34.57,,0,4,25,NaN,25,0.9393,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_10_80_FALSE_TRUE_10_0.1_7,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,10,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_10_80_FALSE_TRUE_10_0.1_7,EURUSD=X_14_10_80
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,1,0.1,3,1000,Active,-1,-0.09,17,5,2.69,5,1,-2.94,-22,-7,-3.43,14,1,21,19,-0.38,19,-0.0306,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_FALSE_1_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,1,0.1,3,1000,Passive,-2,-0.18,Not Applicable,Not Applicable,3.25,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.84,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0213,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_FALSE_1_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,-136,-11.43,149,49,24.69,5,1,-17.82,-154,-88,-32.76,8,1,22,19,-7.41,22,-0.6414,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_FALSE_10_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_FALSE_10_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,-7,-0.57,88,27,13.31,5,1,-10.99,-110,-38,-17.53,12,1,22,19,-2.09,20,-0.0519,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_FALSE_5_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-59,-4.92,Not Applicable,Not Applicable,14.96,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.38,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1337,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_FALSE_5_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,1,0.1,7,1000,Active,-1,-0.09,17,5,2.69,5,1,-2.94,-22,-7,-3.43,14,1,21,19,-0.38,19,-0.0306,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_FALSE_1_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,1,0.1,7,1000,Passive,-2,-0.18,Not Applicable,Not Applicable,3.25,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.84,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0213,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_FALSE_1_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,-136,-11.43,149,49,24.69,5,1,-17.82,-154,-88,-32.76,8,1,22,19,-7.41,22,-0.6414,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_FALSE_10_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_FALSE_10_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,-7,-0.57,88,27,13.31,5,1,-10.99,-110,-38,-17.53,12,1,22,19,-2.09,20,-0.0519,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_FALSE_5_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,-59,-4.92,Not Applicable,Not Applicable,14.96,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.38,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1337,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_FALSE_5_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,1,0.1,3,1000,Active,-1,-0.09,17,5,2.69,5,1,-2.94,-22,-7,-3.43,14,1,21,19,-0.38,19,-0.0306,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_TRUE_1_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,1,0.1,3,1000,Passive,-2,-0.18,Not Applicable,Not Applicable,3.25,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.84,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0213,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_TRUE_1_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,-136,-11.43,149,49,24.69,5,1,-17.82,-154,-88,-32.76,8,1,22,19,-7.41,22,-0.6414,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_TRUE_10_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_TRUE_10_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,-7,-0.57,88,27,13.31,5,1,-10.99,-110,-38,-17.53,12,1,22,19,-2.09,20,-0.0519,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_TRUE_5_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-59,-4.92,Not Applicable,Not Applicable,14.96,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.38,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1337,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_TRUE_5_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,1,0.1,7,1000,Active,-1,-0.09,17,5,2.69,5,1,-2.94,-22,-7,-3.43,14,1,21,19,-0.38,19,-0.0306,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_TRUE_1_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,1,0.1,7,1000,Passive,-2,-0.18,Not Applicable,Not Applicable,3.25,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.84,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0213,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_TRUE_1_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,-136,-11.43,149,49,24.69,5,1,-17.82,-154,-88,-32.76,8,1,22,19,-7.41,22,-0.6414,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_TRUE_10_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_TRUE_10_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,-7,-0.57,88,27,13.31,5,1,-10.99,-110,-38,-17.53,12,1,22,19,-2.09,20,-0.0519,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_TRUE_TRUE_5_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,TRUE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,-59,-4.92,Not Applicable,Not Applicable,14.96,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.38,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1337,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_TRUE_TRUE_5_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,3,1000,Active,-1,-0.09,17,5,2.69,5,1,-2.94,-22,-7,-3.43,14,1,21,19,-0.38,19,-0.0306,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_FALSE_FALSE_1_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,3,1000,Passive,-2,-0.18,Not Applicable,Not Applicable,3.25,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.84,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0213,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_FALSE_FALSE_1_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,-23,-1.91,168,49,26.08,6,1,-21.58,-174,-94,-34.95,8,1,23,24,-10.8,27,-0.0885,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_FALSE_FALSE_10_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_FALSE_FALSE_10_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,19,1.6,88,27,13.57,5,1,-11.04,-110,-38,-17.09,12,1,22,21,-2.31,23,0.1449,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_FALSE_FALSE_5_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-59,-4.92,Not Applicable,Not Applicable,14.96,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.38,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1337,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_FALSE_FALSE_5_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,7,1000,Active,-1,-0.09,17,5,2.69,5,1,-2.94,-22,-7,-3.43,14,1,21,19,-0.38,19,-0.0306,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_FALSE_FALSE_1_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,1,0.1,7,1000,Passive,-2,-0.18,Not Applicable,Not Applicable,3.25,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.84,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0213,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_FALSE_FALSE_1_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,-23,-1.91,168,49,26.08,6,1,-21.58,-174,-94,-34.95,8,1,23,24,-10.8,27,-0.0885,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_FALSE_FALSE_10_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_FALSE_FALSE_10_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,19,1.6,88,27,13.57,5,1,-11.04,-110,-38,-17.09,12,1,22,21,-2.31,23,0.1449,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_FALSE_FALSE_5_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,-59,-4.92,Not Applicable,Not Applicable,14.96,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.38,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1337,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_FALSE_FALSE_5_0.1_7,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,1,0.1,3,1000,Active,-1,-0.09,17,5,2.69,5,1,-2.94,-22,-7,-3.43,14,1,21,19,-0.38,19,-0.0306,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_FALSE_TRUE_1_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,1,0.1,3,1000,Passive,-2,-0.18,Not Applicable,Not Applicable,3.25,Not Applicable,Not Applicable,-8.45,Not Applicable,Not Applicable,-2.84,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.0213,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_FALSE_TRUE_1_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,-23,-1.91,168,49,26.08,6,1,-21.58,-174,-94,-34.95,8,1,23,24,-10.8,27,-0.0885,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_FALSE_TRUE_10_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-217,-18.45,Not Applicable,Not Applicable,26.33,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-24.24,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2968,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_FALSE_TRUE_10_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,19,1.6,88,27,13.57,5,1,-11.04,-110,-38,-17.09,12,1,22,21,-2.31,23,0.1449,2024-01-23 to 2025-03-21,EURUSD=X_Active_RSI:_14_20_60_FALSE_TRUE_5_0.1_3,EURUSD=X_14_20_60
EURUSD=X,FX,RSI:,14,20,60,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-59,-4.92,Not Applicable,Not Applicable,14.96,Not Applicable,Not Applicable,-36.79,Not Applicable,Not Applicable,-13.38,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1337,2024-01-23 to 2025-03-21,EURUSD=X_Passive_RSI:_14_20_60_FALSE_TRUE_5_0.1_3,EURUSD=X_14_20_60
