Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
GC=F,Commodities,eGARCH : 126 21 expanding snorm close,Active,7.468,17.703,0.422,29.761,385,1.97,2966,1105,0.3891,0.1363,0.5254,160058
GC=F,Commodities,eGARCH : 126 21 expanding snorm close,Passive,5.952,17.682,0.337,43.376,1,0,1,0,0.5227,0,0.5227,127233
GC=F,Commodities,eGARCH : 252 21 expanding snorm close,Active,1.373,16.292,0.084,57.46,266,1.45,2967,878,0.4078,0.1111,0.5189,61569
GC=F,Commodities,eGARCH : 252 21 expanding snorm close,Passive,6.721,16.312,0.412,43.682,1,0,1,0,0.5246,0,0.5246,134899
BZ=F,Commodities,sGARCH : 126 21 moving snorm close,Active,1.529,39.423,0.039,91.891,164,0.86,2984,913,0.3954,0.1191,0.5145,63226
BZ=F,Commodities,sGARCH : 126 21 moving snorm close,Passive,-1.733,39.269,-0.044,84.49,1,0,1,0,0.5099,0,0.5099,38157
BZ=F,Commodities,sGARCH : 126 21 expanding snorm close,Active,-1.683,39.42,-0.043,90.866,164,0.86,2973,924,0.3921,0.1186,0.5106,38457
BZ=F,Commodities,sGARCH : 126 21 expanding snorm close,Passive,-1.733,39.269,-0.044,84.49,1,0,1,0,0.5099,0,0.5099,38157
BZ=F,Commodities,sGARCH : 252 21 moving snorm close,Active,-0.829,36.771,-0.023,74.671,115,0.65,2918,727,0.4107,0.0971,0.5078,44329
BZ=F,Commodities,sGARCH : 252 21 moving snorm close,Passive,1.309,36.956,0.035,84.522,1,0,1,0,0.5119,0,0.5119,60345
BZ=F,Commodities,sGARCH : 252 21 expanding snorm close,Active,-1.515,36.776,-0.041,75.479,137,0.77,2907,738,0.4093,0.0988,0.5081,40094
BZ=F,Commodities,sGARCH : 252 21 expanding snorm close,Passive,1.309,36.956,0.035,84.522,1,0,1,0,0.5119,0,0.5119,60345
BZ=F,Commodities,eGARCH : 126 21 moving snorm close,Active,10.11,39.183,0.258,57.035,340,1.79,2896,1001,0.3862,0.1319,0.5181,221724
BZ=F,Commodities,eGARCH : 126 21 moving snorm close,Passive,-1.733,39.269,-0.044,84.49,1,0,1,0,0.5099,0,0.5099,38157
BZ=F,Commodities,eGARCH : 126 21 expanding snorm close,Active,-2.892,39.283,-0.074,82.678,359,1.89,2885,1012,0.3841,0.1324,0.5166,31760
BZ=F,Commodities,eGARCH : 126 21 expanding snorm close,Passive,-1.733,39.269,-0.044,84.49,1,0,1,0,0.5099,0,0.5099,38157
BZ=F,Commodities,eGARCH : 252 21 moving snorm close,Active,-10.781,36.704,-0.294,87.077,260,1.47,2834,811,0.3964,0.1051,0.5015,9602
BZ=F,Commodities,eGARCH : 252 21 moving snorm close,Passive,1.309,36.956,0.035,84.522,1,0,1,0,0.5119,0,0.5119,60345
BZ=F,Commodities,eGARCH : 252 21 expanding snorm close,Active,-8.431,36.731,-0.23,82.39,282,1.59,2868,777,0.4,0.0993,0.4993,13986
