Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
EURUSD=X,FX,SMA2: 30 85 SMA,Passive,-1.123,11.616,-0.097,37.809,1,0,1,0,0.497,0,0.497,41052
EURUSD=X,FX,SMA2: 30 95 EMA,Active,1.098,12.036,0.091,24.629,40,0.2,2107,2283,0.2421,0.2624,0.5046,60473
EURUSD=X,FX,SMA2: 30 95 EMA,Passive,-1.099,11.627,-0.095,37.809,1,0,1,0,0.497,0,0.497,41246
EURUSD=X,FX,SMA2: 30 95 SMA,Active,2.43,12.036,0.202,23.281,50,0.25,2187,2203,0.2531,0.2554,0.5084,75961
EURUSD=X,FX,SMA2: 30 95 SMA,Passive,-1.099,11.627,-0.095,37.809,1,0,1,0,0.497,0,0.497,41246
EURUSD=X,FX,SMA2: 30 105 EMA,Active,1.39,12.049,0.115,23.609,38,0.19,2089,2291,0.2413,0.2644,0.5057,63563
EURUSD=X,FX,SMA2: 30 105 EMA,Passive,-1.062,11.639,-0.091,37.809,1,0,1,0,0.4973,0,0.4973,41528
EURUSD=X,FX,SMA2: 30 105 SMA,Active,2.654,12.048,0.22,25.383,42,0.21,2166,2214,0.2521,0.2578,0.5098,78833
EURUSD=X,FX,SMA2: 30 105 SMA,Passive,-1.062,11.639,-0.091,37.809,1,0,1,0,0.4973,0,0.4973,41528
EURUSD=X,FX,SMA2: 30 115 EMA,Active,1.302,12.06,0.108,22.572,40,0.2,2081,2289,0.241,0.2645,0.5055,62571
EURUSD=X,FX,SMA2: 30 115 EMA,Passive,-1.013,11.651,-0.087,37.808,1,0,1,0,0.4975,0,0.4975,41910
EURUSD=X,FX,SMA2: 30 115 SMA,Active,3.636,12.058,0.302,27.237,44,0.22,2155,2215,0.251,0.2579,0.5089,92882
EURUSD=X,FX,SMA2: 30 115 SMA,Passive,-1.013,11.651,-0.087,37.808,1,0,1,0,0.4975,0,0.4975,41910
EURUSD=X,FX,SMA2: 40 55 EMA,Active,-0.132,11.992,-0.011,34.947,82,0.4,2222,2208,0.251,0.2497,0.5007,48851
EURUSD=X,FX,SMA2: 40 55 EMA,Passive,-1.037,11.583,-0.09,37.808,1,0,1,0,0.4977,0,0.4977,41631
EURUSD=X,FX,SMA2: 40 55 SMA,Active,0.62,12.018,0.052,34.149,91,0.44,2117,2313,0.2427,0.2643,0.507,55736
EURUSD=X,FX,SMA2: 40 55 SMA,Passive,-1.037,11.583,-0.09,37.808,1,0,1,0,0.4977,0,0.4977,41631
EURUSD=X,FX,SMA2: 40 65 EMA,Active,1.365,12.002,0.114,28.916,60,0.29,2191,2229,0.2505,0.2545,0.505,63421
EURUSD=X,FX,SMA2: 40 65 EMA,Passive,-1.028,11.594,-0.089,37.808,1,0,1,0,0.4975,0,0.4975,41710
EURUSD=X,FX,SMA2: 40 65 SMA,Active,0.459,12.03,0.038,36.354,75,0.37,2154,2266,0.2466,0.2593,0.5059,54183
EURUSD=X,FX,SMA2: 40 65 SMA,Passive,-1.028,11.594,-0.089,37.808,1,0,1,0,0.4975,0,0.4975,41710
EURUSD=X,FX,SMA2: 40 75 EMA,Active,1.76,12.012,0.147,23.525,46,0.22,2140,2270,0.2449,0.2601,0.505,67849
EURUSD=X,FX,SMA2: 40 75 EMA,Passive,-1.131,11.605,-0.097,37.808,1,0,1,0,0.4968,0,0.4968,40975
EURUSD=X,FX,SMA2: 40 75 SMA,Active,1.53,12.01,0.127,20.582,62,0.3,2167,2243,0.2467,0.2558,0.5025,65220
EURUSD=X,FX,SMA2: 40 75 SMA,Passive,-1.131,11.605,-0.097,37.808,1,0,1,0,0.4968,0,0.4968,40975
EURUSD=X,FX,SMA2: 40 85 EMA,Active,1.475,12.024,0.123,22.198,38,0.19,2117,2283,0.2436,0.2627,0.5064,64561
EURUSD=X,FX,SMA2: 40 85 EMA,Passive,-1.123,11.616,-0.097,37.809,1,0,1,0,0.497,0,0.497,41052
EURUSD=X,FX,SMA2: 40 85 SMA,Active,2.023,12.022,0.168,23.959,54,0.26,2197,2203,0.2525,0.2532,0.5057,70932
EURUSD=X,FX,SMA2: 40 85 SMA,Passive,-1.123,11.616,-0.097,37.809,1,0,1,0,0.497,0,0.497,41052
EURUSD=X,FX,SMA2: 40 95 EMA,Active,1.076,12.036,0.089,24.4,42,0.21,2117,2273,0.2433,0.2613,0.5046,60246
EURUSD=X,FX,SMA2: 40 95 EMA,Passive,-1.099,11.627,-0.095,37.809,1,0,1,0,0.497,0,0.497,41246
EURUSD=X,FX,SMA2: 40 95 SMA,Active,2.462,12.035,0.205,24.064,50,0.25,2220,2170,0.2556,0.2506,0.5062,76380
EURUSD=X,FX,SMA2: 40 95 SMA,Passive,-1.099,11.627,-0.095,37.809,1,0,1,0,0.497,0,0.497,41246
EURUSD=X,FX,SMA2: 40 105 EMA,Active,1.483,12.049,0.123,23.282,38,0.19,2117,2263,0.2441,0.2607,0.5048,64582
EURUSD=X,FX,SMA2: 40 105 EMA,Passive,-1.062,11.639,-0.091,37.809,1,0,1,0,0.4973,0,0.4973,41528
EURUSD=X,FX,SMA2: 40 105 SMA,Active,2.62,12.047,0.217,24.81,42,0.21,2163,2217,0.2509,0.2575,0.5084,78375
EURUSD=X,FX,SMA2: 40 105 SMA,Passive,-1.062,11.639,-0.091,37.809,1,0,1,0,0.4973,0,0.4973,41528
EURUSD=X,FX,SMA2: 40 115 EMA,Active,0.686,12.061,0.057,28.158,48,0.24,2104,2266,0.243,0.2611,0.5041,56291
EURUSD=X,FX,SMA2: 40 115 EMA,Passive,-1.013,11.651,-0.087,37.808,1,0,1,0,0.4975,0,0.4975,41910
EURUSD=X,FX,SMA2: 40 115 SMA,Active,3.78,12.057,0.314,19.272,38,0.19,2123,2247,0.2483,0.2627,0.511,95141
EURUSD=X,FX,SMA2: 40 115 SMA,Passive,-1.013,11.651,-0.087,37.808,1,0,1,0,0.4975,0,0.4975,41910
EURUSD=X,FX,SMA2: 50 55 EMA,Active,0.04,11.992,0.003,40.048,138,0.67,2190,2240,0.2476,0.2537,0.5014,50355
EURUSD=X,FX,SMA2: 50 55 EMA,Passive,-1.037,11.583,-0.09,37.808,1,0,1,0,0.4977,0,0.4977,41631
EURUSD=X,FX,SMA2: 50 55 SMA,Active,0.148,12.018,0.012,34.897,139,0.67,2168,2262,0.2488,0.2596,0.5084,51316
EURUSD=X,FX,SMA2: 50 55 SMA,Passive,-1.037,11.583,-0.09,37.808,1,0,1,0,0.4977,0,0.4977,41631
EURUSD=X,FX,SMA2: 50 65 EMA,Active,2.012,12,0.168,24.701,62,0.3,2147,2273,0.2457,0.26,0.5057,70905
EURUSD=X,FX,SMA2: 50 65 EMA,Passive,-1.028,11.594,-0.089,37.808,1,0,1,0,0.4975,0,0.4975,41710
EURUSD=X,FX,SMA2: 50 65 SMA,Active,0.477,12.029,0.04,35.922,84,0.41,2119,2301,0.2428,0.2636,0.5063,54354
EURUSD=X,FX,SMA2: 50 65 SMA,Passive,-1.028,11.594,-0.089,37.808,1,0,1,0,0.4975,0,0.4975,41710
EURUSD=X,FX,SMA2: 50 75 EMA,Active,1.73,12.012,0.144,23.95,46,0.22,2138,2272,0.2449,0.2605,0.5054,67505
EURUSD=X,FX,SMA2: 50 75 EMA,Passive,-1.131,11.605,-0.097,37.808,1,0,1,0,0.4968,0,0.4968,40975
EURUSD=X,FX,SMA2: 50 75 SMA,Active,0.881,12.012,0.073,32.157,68,0.33,2128,2282,0.2417,0.2599,0.5016,58300
EURUSD=X,FX,SMA2: 50 75 SMA,Passive,-1.131,11.605,-0.097,37.808,1,0,1,0,0.4968,0,0.4968,40975
EURUSD=X,FX,SMA2: 50 85 EMA,Active,1.282,12.024,0.107,26.052,42,0.21,2145,2255,0.2455,0.2582,0.5036,62459
EURUSD=X,FX,SMA2: 50 85 EMA,Passive,-1.123,11.616,-0.097,37.809,1,0,1,0,0.497,0,0.497,41052
EURUSD=X,FX,SMA2: 50 85 SMA,Active,3.186,12.019,0.265,25.025,46,0.23,2172,2228,0.2502,0.257,0.5073,86461
EURUSD=X,FX,SMA2: 50 85 SMA,Passive,-1.123,11.616,-0.097,37.809,1,0,1,0,0.497,0,0.497,41052
EURUSD=X,FX,SMA2: 50 95 EMA,Active,1.078,12.036,0.09,26.619,36,0.18,2144,2246,0.2465,0.2581,0.5046,60272
EURUSD=X,FX,SMA2: 50 95 EMA,Passive,-1.099,11.627,-0.095,37.809,1,0,1,0,0.497,0,0.497,41246
EURUSD=X,FX,SMA2: 50 95 SMA,Active,2.897,12.032,0.241,21.021,46,0.23,2204,2186,0.254,0.2526,0.5066,82234
EURUSD=X,FX,SMA2: 50 95 SMA,Passive,-1.099,11.627,-0.095,37.809,1,0,1,0,0.497,0,0.497,41246
EURUSD=X,FX,SMA2: 50 105 EMA,Active,0.665,12.049,0.055,25.842,42,0.21,2118,2262,0.245,0.2612,0.5062,56101
EURUSD=X,FX,SMA2: 50 105 EMA,Passive,-1.062,11.639,-0.091,37.809,1,0,1,0,0.4973,0,0.4973,41528
EURUSD=X,FX,SMA2: 50 105 SMA,Active,2.439,12.047,0.202,22.622,40,0.2,2181,2199,0.2527,0.2553,0.508,76009
EURUSD=X,FX,SMA2: 50 105 SMA,Passive,-1.062,11.639,-0.091,37.809,1,0,1,0,0.4973,0,0.4973,41528
EURUSD=X,FX,SMA2: 50 115 EMA,Active,0.686,12.061,0.057,28.257,36,0.18,2100,2270,0.2435,0.2625,0.5059,56289
EURUSD=X,FX,SMA2: 50 115 EMA,Passive,-1.013,11.651,-0.087,37.808,1,0,1,0,0.4975,0,0.4975,41910
EURUSD=X,FX,SMA2: 50 115 SMA,Active,3.068,12.058,0.254,19.272,40,0.2,2136,2234,0.2492,0.2606,0.5098,84442
EURUSD=X,FX,SMA2: 50 115 SMA,Passive,-1.013,11.651,-0.087,37.808,1,0,1,0,0.4975,0,0.4975,41910
GBPUSD=X,FX,SMA2: 10 55 EMA,Active,2.113,9.631,0.219,21.534,97,0.47,2249,2193,0.2544,0.2537,0.5081,72280
GBPUSD=X,FX,SMA2: 10 55 EMA,Passive,-2.595,9.646,-0.269,49.345,1,0,1,0,0.4921,0,0.4921,31453
GBPUSD=X,FX,SMA2: 10 55 SMA,Active,2.122,9.62,0.221,27.299,111,0.54,2235,2207,0.251,0.2535,0.5045,72402
GBPUSD=X,FX,SMA2: 10 55 SMA,Passive,-2.595,9.646,-0.269,49.345,1,0,1,0,0.4921,0,0.4921,31453
GBPUSD=X,FX,SMA2: 10 65 EMA,Active,2.789,9.634,0.289,17.697,94,0.46,2250,2182,0.257,0.2545,0.5115,81114
GBPUSD=X,FX,SMA2: 10 65 EMA,Passive,-2.625,9.65,-0.272,49.345,1,0,1,0,0.4923,0,0.4923,31320
GBPUSD=X,FX,SMA2: 10 65 SMA,Active,0.853,9.636,0.089,34.006,98,0.48,2235,2197,0.2518,0.2527,0.5045,58055
GBPUSD=X,FX,SMA2: 10 65 SMA,Passive,-2.625,9.65,-0.272,49.345,1,0,1,0,0.4923,0,0.4923,31320
GBPUSD=X,FX,SMA2: 10 75 EMA,Active,2.36,9.636,0.245,21.083,84,0.41,2261,2161,0.258,0.2526,0.5106,75290
GBPUSD=X,FX,SMA2: 10 75 EMA,Passive,-2.722,9.651,-0.282,49.345,1,0,1,0,0.4916,0,0.4916,30808
GBPUSD=X,FX,SMA2: 10 75 SMA,Active,1.045,9.637,0.108,27.626,86,0.42,2259,2163,0.2562,0.2515,0.5077,60010
GBPUSD=X,FX,SMA2: 10 75 SMA,Passive,-2.722,9.651,-0.282,49.345,1,0,1,0,0.4916,0,0.4916,30808
GBPUSD=X,FX,SMA2: 10 85 EMA,Active,2.023,9.645,0.21,19.889,84,0.41,2225,2187,0.2548,0.2557,0.5104,70995
GBPUSD=X,FX,SMA2: 10 85 EMA,Passive,-2.672,9.66,-0.277,49.345,1,0,1,0,0.4918,0,0.4918,31121
GBPUSD=X,FX,SMA2: 10 85 SMA,Active,2.37,9.644,0.246,22.836,76,0.37,2269,2143,0.2604,0.252,0.5125,75342
GBPUSD=X,FX,SMA2: 10 85 SMA,Passive,-2.672,9.66,-0.277,49.345,1,0,1,0,0.4918,0,0.4918,31121
GBPUSD=X,FX,SMA2: 10 95 EMA,Active,1.813,9.65,0.188,21.404,78,0.38,2193,2209,0.2508,0.2574,0.5082,68432
GBPUSD=X,FX,SMA2: 10 95 EMA,Passive,-2.646,9.665,-0.274,49.345,1,0,1,0,0.492,0,0.492,31296
GBPUSD=X,FX,SMA2: 10 95 SMA,Active,2.114,9.65,0.219,22.04,74,0.36,2232,2170,0.2565,0.2547,0.5111,72060
GBPUSD=X,FX,SMA2: 10 95 SMA,Passive,-2.646,9.665,-0.274,49.345,1,0,1,0,0.492,0,0.492,31296
GBPUSD=X,FX,SMA2: 10 105 EMA,Active,0.727,9.661,0.075,26.943,80,0.39,2162,2230,0.2459,0.258,0.5039,56725
GBPUSD=X,FX,SMA2: 10 105 EMA,Passive,-2.65,9.674,-0.274,49.345,1,0,1,0,0.4925,0,0.4925,31312
GBPUSD=X,FX,SMA2: 10 105 SMA,Active,3.044,9.658,0.315,17.451,60,0.29,2237,2155,0.2587,0.2539,0.5125,84319
GBPUSD=X,FX,SMA2: 10 105 SMA,Passive,-2.65,9.674,-0.274,49.345,1,0,1,0,0.4925,0,0.4925,31312
GBPUSD=X,FX,SMA2: 10 115 EMA,Active,0.22,9.67,0.023,29.539,74,0.36,2147,2235,0.2446,0.259,0.5037,51947
GBPUSD=X,FX,SMA2: 10 115 EMA,Passive,-2.645,9.682,-0.273,49.345,1,0,1,0,0.4925,0,0.4925,31371
GBPUSD=X,FX,SMA2: 10 115 SMA,Active,3.074,9.666,0.318,21.034,54,0.27,2207,2175,0.2549,0.2558,0.5107,84648
GBPUSD=X,FX,SMA2: 10 115 SMA,Passive,-2.645,9.682,-0.273,49.345,1,0,1,0,0.4925,0,0.4925,31371
GBPUSD=X,FX,SMA2: 20 55 EMA,Active,2.271,9.631,0.236,20.504,77,0.37,2280,2162,0.2596,0.2517,0.5113,74285
